# 0MPH-SA (Up to date)
# 2974 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (21.6 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.022,-0.000013,-0.013228,-6.613979,0.013301,6.65041,-0.000001,0,0.000001,3.141593,0.00139,0.695157,0.575786,1.867068,9.791353,1.599425,0,0,0,31.34548,8.458455,27.787735,0.113024,NaN,1.848141,NaN,0.000297,19420.32914,96.77304,-0,1.163966,-0.000068,1.083667,0.009865,0.070434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,0.1,279.056292,85630.011247,334.878113,0.002,0.098561
0.024,-0.000013,-0.012643,-6.321555,0.012713,6.356376,-0.000001,0,0.000001,3.141593,0.001329,0.664422,0.575786,1.867068,9.791353,1.593516,0,0,0,31.34543,8.458406,27.787688,0.113024,NaN,1.848139,NaN,0.000297,19417.382383,105.98952,0,1.16402,-0.000034,1.083721,0.009865,0.070434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,0.1,279.056292,85630.011241,334.878113,0.002,0.106138
0.026,-0.000005,-0.005354,-2.676852,0.005383,2.691597,-0.000001,0,0.000001,3.141593,0.000563,0.281349,0.575786,1.867068,9.791353,1.519867,0,0,0,31.344805,8.457781,27.787096,0.113023,NaN,1.84812,NaN,0.000297,19437.573871,220.85919,0,1.163653,0.000375,1.083354,0.009865,0.070434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001,0.15748,0.019478,1.466077,0,0.1,279.056292,85630.011163,334.878113,0.002,0.109484
0.028,0.000042,0.042163,21.082227,0.042396,21.198354,0.000004,0,0.000004,0,0.004432,2.215831,0.575786,1.867068,9.791353,1.082349,0,0,0,31.343605,8.45658,27.785957,0.113022,NaN,1.848084,NaN,0.000336,21983.002942,969.648,0.000031,1.121511,0.234114,1.04121,0.009867,0.070434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000005,0.15748,0.019478,1.466077,0,0.1,279.056292,85630.010658,334.878113,0.002,0.112452
0.03,0.000223,0.138552,48.195586,0.139315,48.461061,0.000023,0,0.000023,0,0.014562,5.06556,0.575786,1.867068,9.791353,0.586182,0,0,0,31.342404,8.45538,27.784818,0.11302,NaN,1.848048,NaN,0.000537,35092.028382,1824.09,0.000333,0.981878,0.990656,0.901568,0.009876,0.070434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000017,0.15748,0.019478,1.466077,0,0.1,279.056291,85630.008735,334.878112,0.002,0.115559
0.032,0.000648,0.286811,74.132946,0.288391,74.541291,0.000068,0,0.000068,0,0.030145,7.791687,0.575786,1.867068,9.791353,0.321262,0,0,0,31.340294,8.45327,27.782817,0.113018,NaN,1.847984,NaN,0.000941,61477.344736,2641.330208,0.001137,0.848594,1.100777,0.768271,0.009889,0.070435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000035,0.15748,0.019478,1.466077,0,0.1,279.056288,85630.004211,334.87811,0.002,0.118379
0.034,0.001408,0.472787,92.993139,0.475392,93.505371,0.000148,0,0.000148,0,0.049692,9.773973,0.575786,1.867068,9.791353,0.20191,0,0,0,31.337274,8.45025,27.779951,0.113014,NaN,1.847893,NaN,0.001481,96799.883792,3235.359667,0.002393,0.761205,0.93453,0.680868,0.009902,0.070435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000058,0.15748,0.019478,1.466077,0,0.1,279.056283,85629.996131,334.878107,0.002,0.121195
0.036,0.002575,0.694128,110.676195,0.697952,111.285831,0.000271,0,0.000271,0,0.072956,11.632537,0.575786,1.867068,9.791353,0.139477,0,0,0,31.334254,8.44723,27.777086,0.113011,NaN,1.847802,NaN,0.002136,139631.56021,3792.187333,0.004245,0.701116,0.796857,0.620767,0.009914,0.070435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000086,0.15748,0.019478,1.466077,0,0.1,279.056275,85629.983718,334.878103,0.002,0.123778
0.038,0.00422,0.951336,128.612405,0.956576,129.320838,0.000444,0,0.000444,0,0.099989,13.517708,0.575786,1.867068,9.791353,0.102483,0,0,0,31.330742,8.443718,27.773753,0.113006,NaN,1.847696,NaN,0.002903,189752.714249,4356.815417,0.006995,0.656728,0.711005,0.576366,0.009926,0.070435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000117,0.15748,0.019478,1.466077,0,0.1,279.056265,85629.966215,334.878096,0.002,0.126739
0.04,0.006414,1.242941,145.812927,1.249787,146.616106,0.000674,0,0.000674,0,0.130638,15.325556,0.575786,1.867068,9.791353,0.078752,0,0,0,31.32658,8.439556,27.769802,0.113001,NaN,1.84757,NaN,0.003775,246754.674363,4898.042438,0.010895,0.622394,0.654874,0.542021,0.009938,0.070436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000153,0.15748,0.019478,1.466077,0,0.1,279.05625,85629.942874,334.878088,0.002,0.129364
0.042,0.0092,1.542704,149.892216,1.551201,150.717864,0.000967,0,0.000967,0,0.162145,15.754307,0.575786,1.867068,9.791353,0.063598,0,0,0,31.322261,8.435236,27.765701,0.112996,NaN,1.84744,NaN,0.004673,305441.206454,5025.8485,0.015751,0.596717,0.617866,0.516333,0.009949,0.070436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00019,0.15748,0.019478,1.466077,0,0.1,279.056232,85629.913243,334.878077,0.002,0.132085
0.044,0.012588,1.845457,151.387529,1.855622,152.221414,0.001323,0,0.001323,0,0.193965,15.91147,0.575786,1.867068,9.791353,0.053244,0,0,0,31.317948,8.430923,27.761604,0.112991,NaN,1.84731,NaN,0.00558,364761.279663,5072.250493,0.021502,0.576725,0.591441,0.49633,0.009958,0.070437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000228,0.15748,0.019478,1.466077,0,0.1,279.05621,85629.877203,334.878063,0.002,0.134602
0.046,0.016581,2.146932,150.748827,2.158758,151.579194,0.001743,0,0.001743,0,0.225652,15.84434,0.575786,1.867068,9.791353,0.045815,0,0,0,31.31364,8.426616,27.757512,0.112986,NaN,1.84718,NaN,0.006484,423859.028164,5051.449444,0.028055,0.560706,0.571499,0.480302,0.009967,0.070438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000265,0.15748,0.019478,1.466077,0,0.1,279.056184,85629.834736,334.878048,0.002,0.137249
# Event LIFTOFF occurred at t=0.048 seconds
0.048,0.021174,2.446419,149.754148,2.459895,150.579035,0.002225,0,0.002225,0,0.257129,15.739795,0.575786,1.867068,9.791353,0.040237,0,0,0,31.309333,8.422309,27.753419,0.112981,NaN,1.847049,NaN,0.007383,482584.284712,5019.447889,0.035364,0.547481,0.555723,0.467068,0.009975,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000302,0.15748,0.019478,1.466077,0,0.1,279.056154,85629.785876,334.87803,0.002,0.139746
0.05,0.026364,2.743916,148.759172,2.75903,149.578579,0.002771,0,0.002771,0,0.288397,15.635219,0.575786,1.867068,9.791353,0.035895,0,0,0,31.305026,8.418002,27.749325,0.112975,NaN,1.846919,NaN,0.008275,540930.947717,4987.446333,0.043398,0.536296,0.54279,0.455874,0.009982,0.07044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000338,0.15748,0.019478,1.466077,0,0.1,279.056121,85629.730665,334.878009,0.002,0.142734
0.052,0.032148,3.039422,147.7639,3.056164,148.577825,0.003379,0,0.003379,0,0.319456,15.530612,0.575786,1.867068,9.791353,0.032419,0,0,0,31.300719,8.413694,27.74523,0.11297,NaN,1.846789,NaN,0.009162,598895.300238,4955.444778,0.05213,0.526656,0.531903,0.446226,0.009989,0.070441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000375,0.15748,0.019478,1.466077,0,0.1,279.056083,85629.669147,334.877986,0.002,0.145508
0.054,0.038521,3.334183,147.391046,3.352549,148.202917,0.004049,0,0.004049,0,0.350437,15.491423,0.575786,1.867068,9.791353,0.029564,0,0,0,31.296443,8.409418,27.741163,0.112965,NaN,1.84666,NaN,0.010047,656719.272492,4943.0442,0.061576,0.51819,0.522513,0.437752,0.009996,0.070442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000411,0.15748,0.019478,1.466077,0,0.1,279.056042,85629.60135,334.877961,0.002,0.148412
0.056,0.045485,3.629444,147.641022,3.649436,148.45427,0.004781,0,0.004781,0,0.38147,15.517697,0.575786,1.867068,9.791353,0.027167,0,0,0,31.292167,8.405142,27.737095,0.11296,NaN,1.84653,NaN,0.010933,714645.722129,4950.2446,0.071765,0.510637,0.514254,0.430191,0.010002,0.070444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000447,0.15748,0.019478,1.466077,0,0.1,279.055996,85629.527277,334.877934,0.002,0.151132
0.058,0.05304,3.925205,147.891042,3.946826,148.705667,0.005575,0,0.005575,0,0.412556,15.543975,0.575786,1.867068,9.791353,0.025126,0,0,0,31.28789,8.400866,27.733027,0.112955,NaN,1.846401,NaN,0.011821,772673.665681,4957.445,0.082694,0.503834,0.506902,0.42338,0.010009,0.070445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000484,0.15748,0.019478,1.466077,0,0.1,279.055947,85629.446918,334.877904,0.002,0.153801
0.06,0.061186,4.221466,148.141107,4.244719,148.95711,0.006431,0,0.006431,0,0.443694,15.570258,0.575786,1.867068,9.791353,0.023368,0,0,0,31.283614,8.39659,27.728957,0.11295,NaN,1.846272,NaN,0.01271,830802.394198,4964.6454,0.094357,0.497657,0.50029,0.417196,0.010015,0.070447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00052,0.15748,0.019478,1.466077,0,0.1,279.055894,85629.360261,334.877872,0.002,0.156566
0.062,0.069926,4.518227,148.391218,4.543115,149.208598,0.00735,0,0.00735,0,0.474885,15.596545,0.575786,1.867068,9.791353,0.021837,0,0,0,31.279338,8.392313,27.724886,0.112945,NaN,1.846142,NaN,0.013601,889031.384474,4971.8458,0.106752,0.492011,0.494292,0.411542,0.010021,0.070449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000557,0.15748,0.019478,1.466077,0,0.1,279.055837,85629.267295,334.877838,0.002,0.159282
0.064,0.07926,4.815489,148.641373,4.842014,149.460132,0.008331,0,0.008331,0,0.506128,15.622838,0.575786,1.867068,9.791353,0.020492,0,0,0,31.275062,8.388037,27.720814,0.11294,NaN,1.846013,NaN,0.014493,947360.242619,4979.0462,0.119875,0.486819,0.488812,0.406341,0.010027,0.07045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000594,0.15748,0.019478,1.466077,0,0.1,279.055777,85629.168011,334.877801,0.002,0.161883
0.066,0.089188,5.113251,148.891574,5.141416,149.711711,0.009374,0,0.009374,0,0.537424,15.649135,0.575786,1.867068,9.791353,0.019302,0,0,0,31.270785,8.383761,27.716741,0.112934,NaN,1.845883,NaN,0.015387,1005788.667017,4986.2466,0.133725,0.482018,0.483774,0.401533,0.010032,0.070453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00063,0.15748,0.019478,1.466077,0,0.1,279.055712,85629.062398,334.877762,0.002,0.164775
0.068,0.099713,5.411513,149.141821,5.441321,149.963336,0.01048,0,0.01048,0,0.568773,15.675437,0.575786,1.867068,9.791353,0.01824,0,0,0,31.266509,8.379485,27.712667,0.112929,NaN,1.845753,NaN,0.016283,1064316.423331,4993.447,0.1483,0.47756,0.479118,0.397067,0.010038,0.070455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000667,0.15748,0.019478,1.466077,0,0.1,279.055644,85628.950445,334.87772,0.002,0.167362
0.07,0.110835,5.710276,149.392113,5.74173,150.215006,0.011649,0,0.011649,0,0.600174,15.701744,0.575786,1.867068,9.791353,0.017288,0,0,0,31.262233,8.375209,27.708592,0.112924,NaN,1.845624,NaN,0.01718,1122943.327198,5000.6474,0.163597,0.473402,0.474792,0.392902,0.010043,0.070457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000704,0.15748,0.019478,1.466077,0,0.1,279.055572,85628.832141,334.877676,0.002,0.170037
0.072,0.122555,6.00954,149.64245,6.042642,150.466722,0.012881,0,0.012881,0,0.631628,15.728055,0.575786,1.867068,9.791353,0.016428,0,0,0,31.257957,8.370932,27.704515,0.112919,NaN,1.845494,NaN,0.018078,1181669.232015,5007.8478,0.179617,0.46951,0.470758,0.389002,0.010049,0.070459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000741,0.15748,0.019478,1.466077,0,0.1,279.055495,85628.707476,334.87763,0.002,0.172538
0.074,0.134874,6.30968,150.081371,6.344436,150.908061,0.014176,0,0.014176,0,0.663174,15.774188,0.575786,1.867068,9.791353,0.015648,0,0,0,31.25347,8.366446,27.700238,0.112914,NaN,1.845358,NaN,0.018979,1240567.802243,5020.939386,0.196378,0.46585,0.466976,0.385334,0.010054,0.070462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000778,0.15748,0.019478,1.466077,0,0.1,279.055415,85628.576435,334.877582,0.002,0.175058
0.076,0.147795,6.611073,150.707885,6.647489,151.538026,0.015534,0,0.015534,0,0.694852,15.840037,0.575786,1.867068,9.791353,0.014936,0,0,0,31.248984,8.361959,27.695959,0.112908,NaN,1.845222,NaN,0.019884,1299712.76013,5039.922159,0.213906,0.462395,0.463414,0.381871,0.01006,0.070465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000815,0.15748,0.019478,1.466077,0,0.1,279.055331,85628.438995,334.877531,0.002,0.177214
0.078,0.161319,6.91372,151.334554,6.951803,152.168147,0.016955,0,0.016955,0,0.726661,15.905903,0.575786,1.867068,9.791353,0.014284,0,0,0,31.244497,8.357473,27.691678,0.112903,NaN,1.845086,NaN,0.020793,1359104.074499,5058.904932,0.232204,0.459124,0.460051,0.378592,0.010065,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000852,0.15748,0.019478,1.466077,0,0.1,279.055243,85628.29513,334.877478,0.002,0.198802
0.08,0.175451,7.21762,151.961378,7.257377,152.798424,0.018441,0,0.018441,0,0.758602,15.971784,0.575786,1.867068,9.791353,0.013683,0,0,0,31.24001,8.352986,27.687397,0.112897,NaN,1.84495,NaN,0.021705,1418741.727181,5077.887705,0.251278,0.45602,0.456866,0.37548,0.01007,0.07047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00089,0.15748,0.019478,1.466077,0,0.1,279.055152,85628.144813,334.877422,0.002,0.200935
0.082,0.190191,7.522774,152.588358,7.564212,153.428857,0.01999,0,0.01999,0,0.790675,16.037683,0.575786,1.867068,9.791353,0.013129,0,0,0,31.235524,8.348499,27.683115,0.112892,NaN,1.844814,NaN,0.022621,1478625.710474,5096.870477,0.271133,0.453069,0.453844,0.37252,0.010076,0.070473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000927,0.15748,0.019478,1.466077,0,0.1,279.055056,85627.988018,334.877364,0.002,0.203038
0.084,0.205543,7.829182,153.215493,7.872308,154.059447,0.021603,0,0.021603,0,0.82288,16.103597,0.575786,1.867068,9.791353,0.012616,0,0,0,31.231037,8.344013,27.678831,0.112887,NaN,1.844677,NaN,0.023541,1538756.025176,5115.85325,0.291773,0.450256,0.450968,0.369699,0.010081,0.070477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000965,0.15748,0.019478,1.466077,0,0.1,279.054956,85627.824717,334.877303,0.002,0.205058
0.086,0.221509,8.136845,153.842783,8.181665,154.690192,0.023282,0,0.023282,0,0.855217,16.169528,0.575786,1.867068,9.791353,0.012139,0,0,0,31.226551,8.339526,27.674546,0.112881,NaN,1.844541,NaN,0.024465,1599132.679036,5134.836023,0.313204,0.447571,0.448227,0.367005,0.010086,0.07048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001003,0.15748,0.019478,1.466077,0,0.1,279.054852,85627.654884,334.87724,0.002,0.207039
0.088,0.238092,8.445763,154.470227,8.492284,155.321093,0.025024,0,0.025024,0,0.887685,16.235475,0.575786,1.867068,9.791353,0.011696,0,0,0,31.222064,8.335039,27.67026,0.112876,NaN,1.844405,NaN,0.025392,1659755.685529,5153.818795,0.335431,0.445003,0.445609,0.364428,0.010091,0.070484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001041,0.15748,0.019478,1.466077,0,0.1,279.054744,85627.478493,334.877175,0.002,0.208979
0.09,0.255293,8.755936,155.097827,8.804166,155.952149,0.026832,0,0.026832,0,0.920286,16.301438,0.575786,1.867068,9.791353,0.011282,0,0,0,31.217577,8.330553,27.665973,0.11287,NaN,1.844268,NaN,0.026324,1720625.062871,5172.801568,0.35846,0.442544,0.443105,0.36196,0.010097,0.070487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001079,0.15748,0.019478,1.466077,0,0.1,279.054633,85627.295516,334.877107,0.002,0.210891
0.092,0.273117,9.067364,155.725581,9.117309,156.583361,0.028706,0,0.028706,0,0.953018,16.367418,0.575786,1.867068,9.791352,0.010895,0,0,0,31.213091,8.326066,27.661685,0.112865,NaN,1.844132,NaN,0.027259,1781740.833227,5191.784341,0.382296,0.440185,0.440706,0.359592,0.010102,0.070491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001118,0.15748,0.019478,1.466077,0,0.1,279.054517,85627.105928,334.877037,0.002,0.212811
0.094,0.291564,9.380048,156.35349,9.431716,157.214728,0.030645,0,0.030645,0,0.985883,16.433414,0.575786,1.867068,9.791352,0.010532,0,0,0,31.208604,8.32158,27.657395,0.11286,NaN,1.843995,NaN,0.028197,1843103.022066,5210.767114,0.406945,0.437919,0.438404,0.357316,0.010107,0.070495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001156,0.15748,0.019478,1.466077,0,0.1,279.054397,85626.9097,334.876964,0.002,0.215065
0.096,0.310638,9.693988,156.981553,9.747385,157.846251,0.032649,0,0.032649,0,1.018879,16.499426,0.575786,1.867068,9.791352,0.010192,0,0,0,31.204117,8.317093,27.653105,0.112854,NaN,1.843859,NaN,0.02914,1904711.657633,5229.749886,0.432413,0.435739,0.436191,0.355127,0.010113,0.070499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001195,0.15748,0.019478,1.466077,0,0.1,279.054273,85626.706807,334.876889,0.002,0.217418
0.098,0.330341,10.009184,157.60977,10.064317,158.477929,0.03472,0,0.03472,0,1.052008,16.565454,0.575786,1.867068,9.791352,0.009871,0,0,0,31.199631,8.312606,27.648813,0.112849,NaN,1.843722,NaN,0.030086,1966566.770516,5248.732659,0.458705,0.43364,0.434062,0.353019,0.010118,0.070504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001234,0.15748,0.019478,1.466077,0,0.1,279.054145,85626.497222,334.876812,0.002,0.221307
0.1,0.350676,10.325637,158.238142,10.382513,159.109762,0.036858,0,0.036858,0,1.085268,16.631499,0.575786,1.867068,9.791352,0.009569,0,0,0,31.195144,8.30812,27.64452,0.112844,NaN,1.843586,NaN,0.031037,2028668.393279,5267.715432,0.485827,0.431616,0.432012,0.350985,0.010123,0.070508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001273,0.15748,0.019478,1.466077,0,0.1,279.054013,85626.280918,334.876732,0.002,0.223507
0.102,0.371645,10.643347,158.866668,10.701973,159.74175,0.039061,0,0.039061,0,1.118661,16.69756,0.575786,1.867068,9.791352,0.009284,0,0,0,31.190658,8.303633,27.640226,0.112838,NaN,1.843449,NaN,0.031991,2091016.56017,5286.698205,0.513786,0.429663,0.430034,0.349022,0.010129,0.070513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001312,0.15748,0.019478,1.466077,0,0.1,279.053876,85626.057868,334.876649,0.002,0.225503
