# 5MPH-SA (Up to date)
# 2969 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.5 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.022,-0.000013,-0.013228,-6.613981,0.013301,6.650413,-0.000001,0,0.000001,3.141593,0.00139,0.695157,0.575786,1.867068,9.791353,1.471437,0,0,0,31.34548,8.458455,27.787735,0.113024,NaN,1.848141,NaN,0.007368,481637.57767,96.77304,0.000081,0.547677,0.001272,0.467264,0.009975,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,2.468849,279.056292,85630.011247,334.878113,0.002,0.015723
0.024,-0.000013,-0.012643,-6.321558,0.012713,6.356379,-0.000001,0,0.000001,3.141593,0.001329,0.664422,0.575786,1.867068,9.791353,1.471204,0,0,0,31.34543,8.458406,27.787688,0.113024,NaN,1.848139,NaN,0.007363,481286.303707,105.98952,0.000081,0.54775,0.001281,0.467337,0.009975,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,2.466991,279.056292,85630.011241,334.878113,0.002,0.018344
0.026,-0.000005,-0.005354,-2.676855,0.005383,2.6916,-0.000001,0,0.000001,3.141593,0.000563,0.281349,0.575786,1.867068,9.791353,1.468249,0,0,0,31.344805,8.457781,27.787096,0.113023,NaN,1.84812,NaN,0.00736,481067.974057,220.85919,0.000088,0.547795,0.001396,0.467382,0.009975,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001,0.15748,0.019478,1.466077,0,2.465133,279.056292,85630.011163,334.878113,0.002,0.019974
0.028,0.000042,0.042163,21.082224,0.042396,21.198351,0.000004,0,0.000004,0,0.004432,2.215831,0.575786,1.867068,9.791353,1.448992,0,0,0,31.343605,8.45658,27.785957,0.113022,NaN,1.848084,NaN,0.00737,481749.307517,969.648,0.000146,0.547654,0.00231,0.467241,0.009975,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000005,0.15748,0.019478,1.466077,0,2.463275,279.056292,85630.010658,334.878113,0.002,0.021191
0.03,0.000223,0.138552,48.195586,0.139315,48.461061,0.000023,0,0.000023,0,0.014562,5.06556,0.575786,1.867068,9.791353,1.410176,0,0,0,31.342404,8.45538,27.784818,0.11302,NaN,1.848048,NaN,0.007405,484049.888735,1824.09,0.00033,0.547179,0.005162,0.466765,0.009975,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000017,0.15748,0.019478,1.466077,0,2.461417,279.056291,85630.008735,334.878112,0.002,0.024169
0.032,0.000648,0.286811,74.132956,0.288391,74.541301,0.000068,0,0.000068,0,0.030145,7.791688,0.575786,1.867068,9.791353,1.351384,0,0,0,31.340294,8.45327,27.782817,0.113018,NaN,1.847984,NaN,0.007484,489186.670446,2641.330208,0.000826,0.546128,0.012631,0.465714,0.009976,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000035,0.15748,0.019478,1.466077,0,2.459559,279.056288,85630.004211,334.87811,0.002,0.025131
0.034,0.001408,0.472787,92.993155,0.475392,93.505387,0.000148,0,0.000148,0,0.049692,9.773974,0.575786,1.867068,9.791353,1.279707,0,0,0,31.337274,8.45025,27.779951,0.113014,NaN,1.847893,NaN,0.007619,498049.927177,3235.359667,0.001896,0.544349,0.027972,0.463933,0.009977,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000058,0.15748,0.019478,1.466077,0,2.457701,279.056283,85629.996131,334.878107,0.002,0.026055
0.036,0.002575,0.694128,110.676205,0.697952,111.28584,0.000271,0,0.000271,0,0.072956,11.632538,0.575786,1.867068,9.791353,1.198185,0,0,0,31.334254,8.44723,27.777086,0.113011,NaN,1.847802,NaN,0.007831,511861.127466,3792.187333,0.003937,0.541658,0.054999,0.46124,0.009979,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000086,0.15748,0.019478,1.466077,0,2.455843,279.056275,85629.983718,334.878103,0.002,0.026968
0.038,0.00422,0.951336,128.612389,0.956576,129.320822,0.000444,0,0.000444,0,0.099989,13.517707,0.575786,1.867068,9.791353,1.109506,0,0,0,31.330742,8.443718,27.773753,0.113006,NaN,1.847696,NaN,0.008138,531979.423144,4356.815417,0.007478,0.537906,0.096702,0.457485,0.009981,0.070439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000117,0.15748,0.019478,1.466077,0,2.453985,279.056265,85629.966215,334.878096,0.002,0.028019
0.04,0.006414,1.242941,145.812858,1.249787,146.616036,0.000674,0,0.000674,0,0.130638,15.325549,0.575786,1.867068,9.791353,1.017546,0,0,0,31.32658,8.439556,27.769802,0.113001,NaN,1.84757,NaN,0.008559,559477.994698,4898.042438,0.01309,0.533069,0.153046,0.452644,0.009984,0.07044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000153,0.15748,0.019478,1.466077,0,2.452127,279.05625,85629.942874,334.878088,0.002,0.029405
0.042,0.0092,1.542703,149.892061,1.551201,150.717708,0.000967,0,0.000967,0,0.162145,15.75429,0.575786,1.867068,9.791353,0.932651,0,0,0,31.322261,8.435236,27.765701,0.112996,NaN,1.84744,NaN,0.00906,592198.375402,5025.8485,0.020629,0.527706,0.21527,0.447277,0.009988,0.070441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00019,0.15748,0.019478,1.466077,0,2.450268,279.056232,85629.913243,334.878077,0.002,0.03085
0.044,0.012588,1.845456,151.38726,1.855621,152.221143,0.001323,0,0.001323,0,0.193965,15.911442,0.575786,1.867068,9.791353,0.85642,0,0,0,31.317948,8.430923,27.761604,0.112991,NaN,1.84731,NaN,0.009624,629110.255801,5072.250493,0.029991,0.522105,0.277319,0.44167,0.009993,0.070442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000228,0.15748,0.019478,1.466077,0,2.44841,279.05621,85629.877203,334.878063,0.002,0.03181
0.046,0.016581,2.146931,150.748418,2.158757,151.578782,0.001743,0,0.001743,0,0.225652,15.844297,0.575786,1.867068,9.791353,0.789247,0,0,0,31.31364,8.426616,27.757512,0.112986,NaN,1.84718,NaN,0.010236,669086.6044,5051.449444,0.040946,0.516506,0.334726,0.436066,0.009997,0.070442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000265,0.15748,0.019478,1.466077,0,2.446552,279.056184,85629.834736,334.878048,0.002,0.033663
# Event LIFTOFF occurred at t=0.048 seconds
0.048,0.021174,2.446417,149.753578,2.459892,150.578462,0.002225,0,0.002225,0,0.257129,15.739735,0.575786,1.867068,9.791353,0.730248,0,0,0,31.309333,8.422309,27.753419,0.112981,NaN,1.847049,NaN,0.010884,711444.512485,5019.447889,0.053315,0.511033,0.385486,0.430587,0.010002,0.070443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000302,0.15748,0.019478,1.466077,0,2.444694,279.056154,85629.785876,334.87803,0.002,0.034677
0.05,0.026364,2.743912,148.758424,2.759026,149.577827,0.002771,0,0.002771,0,0.288397,15.63514,0.575786,1.867068,9.791353,0.678363,0,0,0,31.305026,8.418002,27.749325,0.112975,NaN,1.846919,NaN,0.011561,755692.491853,4987.446333,0.066942,0.505754,0.428999,0.425302,0.010007,0.070445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000338,0.15748,0.019478,1.466077,0,2.442836,279.056121,85629.730665,334.878009,0.002,0.035786
0.052,0.032148,3.039417,147.762961,3.056159,148.576881,0.003379,0,0.003379,0,0.319456,15.530513,0.575786,1.867068,9.791353,0.633267,0,0,0,31.300719,8.413694,27.74523,0.11297,NaN,1.846789,NaN,0.012268,801908.370194,4955.444778,0.081676,0.500654,0.464823,0.420197,0.010012,0.070446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000375,0.15748,0.019478,1.466077,0,2.444606,279.056083,85629.669147,334.877986,0.002,0.03685
0.054,0.038521,3.334176,147.389905,3.352541,148.20177,0.004049,0,0.004049,0,0.350436,15.491303,0.575786,1.867068,9.791353,0.593255,0,0,0,31.296443,8.409418,27.741163,0.112965,NaN,1.84666,NaN,0.012995,849454.318202,4943.0442,0.097474,0.495794,0.494372,0.41533,0.010017,0.070447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000411,0.15748,0.019478,1.466077,0,2.446375,279.056042,85629.601351,334.877961,0.002,0.03783
0.056,0.045485,3.629434,147.639669,3.649426,148.45291,0.004781,0,0.004781,0,0.381469,15.517555,0.575786,1.867068,9.791353,0.557476,0,0,0,31.292167,8.405142,27.737095,0.11296,NaN,1.84653,NaN,0.013743,898298.2031,4950.2446,0.114316,0.491157,0.518454,0.410686,0.010022,0.070449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000447,0.15748,0.019478,1.466077,0,2.448145,279.055996,85629.527278,334.877934,0.002,0.038842
0.058,0.053039,3.925192,147.889471,3.946813,148.704087,0.005575,0,0.005575,0,0.412554,15.54381,0.575786,1.867068,9.791353,0.525372,0,0,0,31.28789,8.400866,27.733027,0.112955,NaN,1.846401,NaN,0.014507,948257.447791,4957.445,0.13213,0.486742,0.537767,0.406265,0.010027,0.070451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000484,0.15748,0.019478,1.466077,0,2.449914,279.055947,85629.446919,334.877904,0.002,0.039736
0.06,0.061186,4.22145,148.139311,4.244703,148.955304,0.006431,0,0.006431,0,0.443692,15.570069,0.575786,1.867068,9.791353,0.496462,0,0,0,31.283614,8.39659,27.728957,0.11295,NaN,1.846272,NaN,0.015286,999181.845899,4964.6454,0.150856,0.482543,0.55299,0.402059,0.010032,0.070452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00052,0.15748,0.019478,1.466077,0,2.451684,279.055894,85629.360262,334.877872,0.002,0.040609
0.062,0.069926,4.518207,148.389193,4.543095,149.206562,0.007349,0,0.007349,0,0.474883,15.596333,0.575786,1.867068,9.791353,0.470332,0,0,0,31.279338,8.392313,27.724886,0.112945,NaN,1.846142,NaN,0.016078,1050947.377727,4971.8458,0.17044,0.47855,0.564747,0.398059,0.010037,0.070454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000557,0.15748,0.019478,1.466077,0,2.453454,279.055837,85629.267297,334.877838,0.002,0.041377
0.064,0.079259,4.815465,148.639117,4.841989,149.457863,0.00833,0,0.00833,0,0.506126,15.622601,0.575786,1.867068,9.791353,0.446632,0,0,0,31.275062,8.388037,27.720814,0.11294,NaN,1.846013,NaN,0.016881,1103451.197556,4979.0462,0.190839,0.474752,0.573592,0.394255,0.010042,0.070456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000594,0.15748,0.019478,1.466077,0,2.455223,279.055777,85629.168013,334.877801,0.002,0.042126
0.066,0.089188,5.113222,148.889085,5.141387,149.709207,0.009374,0,0.009374,0,0.537421,15.648873,0.575786,1.867068,9.791353,0.42506,0,0,0,31.270785,8.383761,27.716741,0.112934,NaN,1.845883,NaN,0.017695,1156607.60699,4986.2466,0.212012,0.47114,0.580006,0.390635,0.010047,0.070458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00063,0.15748,0.019478,1.466077,0,2.456993,279.055712,85629.062401,334.877762,0.002,0.042869
0.068,0.099713,5.411479,149.139097,5.441287,149.960597,0.01048,0,0.01048,0,0.568769,15.675151,0.575786,1.867068,9.791353,0.405361,0,0,0,31.266509,8.379485,27.712667,0.112929,NaN,1.845753,NaN,0.018517,1210344.834303,4993.447,0.233929,0.4677,0.584398,0.387187,0.010051,0.070461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000667,0.15748,0.019478,1.466077,0,2.458762,279.055644,85628.950448,334.87772,0.002,0.043599
0.07,0.110834,5.710236,149.389155,5.74169,150.212032,0.011649,0,0.011649,0,0.60017,15.701433,0.575786,1.867068,9.791353,0.387313,0,0,0,31.262233,8.375209,27.708592,0.112924,NaN,1.845624,NaN,0.019347,1264602.461464,5000.6474,0.256561,0.464421,0.587118,0.383902,0.010056,0.070463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000704,0.15748,0.019478,1.466077,0,2.460532,279.055572,85628.832145,334.877676,0.002,0.0444
0.072,0.122554,6.009494,149.63926,6.042596,150.463514,0.012881,0,0.012881,0,0.631623,15.72772,0.575786,1.867068,9.791353,0.370729,0,0,0,31.257957,8.370932,27.704515,0.112919,NaN,1.845494,NaN,0.020184,1319329.366694,5007.8478,0.279885,0.461294,0.588457,0.380767,0.010061,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000741,0.15748,0.019478,1.466077,0,2.462301,279.055495,85628.707481,334.87763,0.002,0.045168
0.074,0.134873,6.309627,150.077949,6.344383,150.90462,0.014176,0,0.014176,0,0.663169,15.773828,0.575786,1.867068,9.791353,0.355426,0,0,0,31.25347,8.366446,27.700238,0.112914,NaN,1.845358,NaN,0.021029,1374551.254213,5020.939386,0.30391,0.458304,0.58866,0.377769,0.010066,0.070468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000778,0.15748,0.019478,1.466077,0,2.464071,279.055415,85628.576441,334.877582,0.002,0.045927
0.076,0.147794,6.611014,150.704233,6.647429,151.534354,0.015534,0,0.015534,0,0.694846,15.839653,0.575786,1.867068,9.791353,0.34125,0,0,0,31.248984,8.361959,27.695959,0.112908,NaN,1.845222,NaN,0.021882,1430301.605244,5039.922159,0.328653,0.455438,0.587927,0.374896,0.010071,0.070471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000815,0.15748,0.019478,1.466077,0,2.46584,279.055331,85628.439002,334.877531,0.002,0.046661
0.078,0.161319,6.913653,151.330674,6.951735,152.164245,0.016955,0,0.016955,0,0.726654,15.905495,0.575786,1.867068,9.791353,0.328087,0,0,0,31.244497,8.357473,27.691678,0.112903,NaN,1.845086,NaN,0.022742,1486550.351574,5058.904932,0.354103,0.45269,0.586424,0.37214,0.010076,0.070474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000852,0.15748,0.019478,1.466077,0,2.46761,279.055243,85628.295139,334.877478,0.002,0.047404
0.08,0.17545,7.217545,151.957272,7.257301,152.794296,0.018441,0,0.018441,0,0.758595,15.971353,0.575786,1.867068,9.791353,0.315836,0,0,0,31.24001,8.352986,27.687397,0.112897,NaN,1.84495,NaN,0.02361,1543271.431123,5077.887705,0.380253,0.450051,0.58429,0.369492,0.010081,0.070477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00089,0.15748,0.019478,1.466077,0,2.469379,279.055152,85628.144823,334.877422,0.002,0.048141
0.082,0.19019,7.52269,152.584029,7.564128,153.424505,0.01999,0,0.01999,0,0.790667,16.037228,0.575786,1.867068,9.791353,0.30441,0,0,0,31.235524,8.348499,27.683115,0.112892,NaN,1.844814,NaN,0.024485,1600442.163367,5096.870477,0.407095,0.447514,0.581642,0.366948,0.010086,0.07048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000927,0.15748,0.019478,1.466077,0,2.471149,279.055056,85627.98803,334.877364,0.002,0.048904
0.084,0.205542,7.82909,153.210944,7.872215,154.054873,0.021603,0,0.021603,0,0.822871,16.103119,0.575786,1.867068,9.791353,0.29373,0,0,0,31.231037,8.344013,27.678831,0.112887,NaN,1.844677,NaN,0.025366,1658042.734282,5115.85325,0.434608,0.445074,0.578557,0.3645,0.010091,0.070484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000965,0.15748,0.019478,1.466077,0,2.472919,279.054956,85627.824731,334.877303,0.002,0.049645
0.086,0.221508,8.136743,153.838027,8.181563,154.68541,0.023281,0,0.023281,0,0.855206,16.169028,0.575786,1.867068,9.791353,0.283728,0,0,0,31.226551,8.339526,27.674546,0.112881,NaN,1.844541,NaN,0.026254,1716055.771273,5134.836023,0.462532,0.442725,0.574802,0.362142,0.010096,0.070487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001003,0.15748,0.019478,1.466077,0,2.474688,279.054852,85627.6549,334.87724,0.002,0.050394
0.088,0.23809,8.445651,154.465278,8.492172,155.316116,0.025024,0,0.025024,0,0.887674,16.234955,0.575786,1.867068,9.791353,0.274344,0,0,0,31.222064,8.335039,27.67026,0.112876,NaN,1.844405,NaN,0.027147,1774465.98987,5153.818795,0.490819,0.44046,0.57046,0.359868,0.010101,0.070491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001041,0.15748,0.019478,1.466077,0,2.476458,279.054744,85627.478511,334.877175,0.002,0.051134
0.09,0.255291,8.755814,155.092696,8.804043,155.94699,0.026832,0,0.026832,0,0.920273,16.300899,0.575786,1.867068,9.791353,0.265523,0,0,0,31.217577,8.330553,27.665973,0.11287,NaN,1.844268,NaN,0.028047,1833259.894133,5172.801568,0.519518,0.438276,0.565707,0.357675,0.010106,0.070494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001079,0.15748,0.019478,1.466077,0,2.478227,279.054633,85627.295537,334.877107,0.002,0.051869
0.092,0.273114,9.067232,155.72028,9.117176,156.578031,0.028705,0,0.028705,0,0.953004,16.366861,0.575786,1.867068,9.791352,0.257218,0,0,0,31.213091,8.326066,27.661685,0.112865,NaN,1.844132,NaN,0.028952,1892425.528873,5191.784341,0.548675,0.436167,0.56068,0.355557,0.010111,0.070498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001118,0.15748,0.019478,1.466077,0,2.479997,279.054517,85627.105951,334.877037,0.002,0.052646
0.094,0.291562,9.379905,156.348028,9.431572,157.209237,0.030644,0,0.030644,0,0.985868,16.43284,0.575786,1.867068,9.791352,0.249385,0,0,0,31.208604,8.32158,27.657395,0.11286,NaN,1.843995,NaN,0.029863,1951952.270669,5210.767114,0.578327,0.434128,0.555485,0.353509,0.010117,0.070502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001156,0.15748,0.019478,1.466077,0,2.481766,279.054397,85626.909726,334.876964,0.002,0.053374
0.096,0.310635,9.693834,156.97594,9.74723,157.840608,0.032649,0,0.032649,0,1.018863,16.498836,0.575786,1.867068,9.791352,0.241988,0,0,0,31.204117,8.317093,27.653105,0.112854,NaN,1.843859,NaN,0.030779,2011830.65145,5229.749886,0.608511,0.432157,0.550202,0.351529,0.010122,0.070507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001195,0.15748,0.019478,1.466077,0,2.483536,279.054273,85626.706836,334.876889,0.002,0.05409
0.098,0.330338,10.009019,157.604015,10.064151,158.472142,0.03472,0,0.03472,0,1.05199,16.564849,0.575786,1.867068,9.791352,0.23499,0,0,0,31.199631,8.312606,27.648813,0.112849,NaN,1.843722,NaN,0.0317,2072052.208867,5248.732659,0.639259,0.430249,0.544894,0.349611,0.010127,0.070511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001234,0.15748,0.019478,1.466077,0,2.485305,279.054145,85626.497255,334.876812,0.002,0.054831
0.1,0.350673,10.32546,158.232251,10.382335,159.103839,0.036857,0,0.036857,0,1.08525,16.63088,0.575786,1.867068,9.791352,0.228363,0,0,0,31.195144,8.30812,27.64452,0.112844,NaN,1.843586,NaN,0.032627,2132609.358931,5267.715432,0.6706,0.428401,0.539606,0.347753,0.010132,0.070516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001273,0.15748,0.019478,1.466077,0,2.487075,279.054013,85626.280954,334.876732,0.002,0.055607
0.102,0.371641,10.643158,158.860658,10.701784,159.735707,0.039061,0,0.039061,0,1.118641,16.696928,0.575786,1.867068,9.791352,0.221796,0,0,0,31.190658,8.303633,27.640226,0.112838,NaN,1.843449,NaN,0.033555,2193286.852911,5286.698205,0.702258,0.426616,0.534246,0.345958,0.010137,0.07052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001312,0.15748,0.019478,1.466077,0,2.485516,279.053876,85626.057908,334.876649,0.002,0.0565
