# 15MPH-SA (Up to date)
# 2994 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (29.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.022,-0.000013,-0.013228,-6.613997,0.013301,6.650429,-0.000001,0,0.000001,3.141593,0.00139,0.695159,0.575786,1.867068,9.791353,1.468019,0,0,0,31.34548,8.458455,27.787735,0.113024,NaN,1.848141,NaN,0.020336,1329252.215937,96.77304,0.00057,0.460745,0.001182,0.380216,0.010062,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,6.811315,279.056292,85630.011247,334.878113,0.002,0.009754
0.024,-0.000013,-0.012643,-6.321573,0.012713,6.356394,-0.000001,0,0.000001,3.141593,0.001329,0.664424,0.575786,1.867068,9.791353,1.467933,0,0,0,31.34543,8.458406,27.787688,0.113024,NaN,1.848139,NaN,0.02034,1329549.572653,105.98952,0.000572,0.460728,0.001184,0.3802,0.010062,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002,0.15748,0.019478,1.466077,0,6.812778,279.056292,85630.011241,334.878113,0.002,0.010386
0.026,-0.000005,-0.005354,-2.676871,0.005383,2.691616,-0.000001,0,0.000001,3.141593,0.000563,0.28135,0.575786,1.867068,9.791353,1.466862,0,0,0,31.344805,8.457781,27.787096,0.113023,NaN,1.84812,NaN,0.020347,1329982.80893,220.85919,0.00059,0.460704,0.001221,0.380176,0.010062,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001,0.15748,0.019478,1.466077,0,6.814242,279.056292,85630.011163,334.878113,0.002,0.011009
0.028,0.000042,0.042163,21.082206,0.042395,21.198332,0.000004,0,0.000004,0,0.004432,2.215829,0.575786,1.867068,9.791353,1.459894,0,0,0,31.343605,8.45658,27.785957,0.113022,NaN,1.848084,NaN,0.020366,1331268.253447,969.648,0.000715,0.460634,0.001477,0.380105,0.010062,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000005,0.15748,0.019478,1.466077,0,6.815705,279.056292,85630.010658,334.878113,0.002,0.011624
0.03,0.000223,0.138552,48.195564,0.139315,48.461039,0.000023,0,0.000023,0,0.014562,5.065558,0.575786,1.867068,9.791353,1.445799,0,0,0,31.342404,8.45538,27.784818,0.11302,NaN,1.848048,NaN,0.020405,1333780.058951,1824.09,0.001018,0.460496,0.002095,0.379967,0.010063,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000017,0.15748,0.019478,1.466077,0,6.817168,279.056291,85630.008735,334.878112,0.002,0.012237
0.032,0.000648,0.286811,74.132931,0.288391,74.541276,0.000068,0,0.000068,0,0.030145,7.791685,0.575786,1.867068,9.791353,1.424223,0,0,0,31.340294,8.45327,27.782817,0.113018,NaN,1.847984,NaN,0.020469,1338004.683985,2641.330208,0.001629,0.460265,0.00333,0.379735,0.010063,0.070466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000035,0.15748,0.019478,1.466077,0,6.818631,279.056288,85630.004211,334.87811,0.002,0.012875
0.034,0.001408,0.472787,92.99313,0.475391,93.505362,0.000148,0,0.000148,0,0.049692,9.773972,0.575786,1.867068,9.791353,1.397364,0,0,0,31.337274,8.45025,27.779951,0.113014,NaN,1.847893,NaN,0.020563,1344105.72721,3235.359667,0.002674,0.459933,0.005417,0.379402,0.010064,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000058,0.15748,0.019478,1.466077,0,6.820094,279.056283,85629.996131,334.878107,0.002,0.013451
0.036,0.002575,0.694128,110.676191,0.697951,111.285826,0.000271,0,0.000271,0,0.072956,11.632536,0.575786,1.867068,9.791353,1.365736,0,0,0,31.334254,8.44723,27.777086,0.113011,NaN,1.847802,NaN,0.020692,1352563.493847,3792.187333,0.004378,0.459475,0.008759,0.378944,0.010064,0.070467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000086,0.15748,0.019478,1.466077,0,6.821557,279.056275,85629.983718,334.878103,0.002,0.013848
0.038,0.00422,0.951336,128.612402,0.956576,129.320835,0.000444,0,0.000444,0,0.099989,13.517708,0.575786,1.867068,9.791353,1.329515,0,0,0,31.330742,8.443718,27.773753,0.113006,NaN,1.847696,NaN,0.020867,1364021.47472,4356.815417,0.007068,0.458862,0.013904,0.378329,0.010065,0.070468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000117,0.15748,0.019478,1.466077,0,6.82302,279.056265,85629.966215,334.878096,0.002,0.014264
0.04,0.006414,1.242941,145.81292,1.249787,146.616098,0.000674,0,0.000674,0,0.130638,15.325555,0.575786,1.867068,9.791353,1.289235,0,0,0,31.32658,8.439556,27.769802,0.113001,NaN,1.84757,NaN,0.021098,1379098.3967,4898.042438,0.011145,0.458064,0.021446,0.377529,0.010067,0.070468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000153,0.15748,0.019478,1.466077,0,6.824483,279.05625,85629.942875,334.878088,0.002,0.01463
0.042,0.0092,1.542703,149.89219,1.551201,150.717838,0.000967,0,0.000967,0,0.162145,15.754304,0.575786,1.867068,9.791353,1.2488,0,0,0,31.322261,8.435236,27.765701,0.112996,NaN,1.84744,NaN,0.02137,1396868.321874,5025.8485,0.016581,0.457139,0.031098,0.376601,0.010068,0.070469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00019,0.15748,0.019478,1.466077,0,6.825946,279.056232,85629.913243,334.878077,0.002,0.014989
0.044,0.012588,1.845456,151.387468,1.855622,152.221352,0.001323,0,0.001323,0,0.193965,15.911464,0.575786,1.867068,9.791353,1.209056,0,0,0,31.317948,8.430923,27.761604,0.112991,NaN,1.84731,NaN,0.021679,1417070.187621,5072.250493,0.023443,0.456105,0.042724,0.375565,0.01007,0.07047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000228,0.15748,0.019478,1.466077,0,6.827409,279.05621,85629.877203,334.878063,0.002,0.015345
0.046,0.016581,2.146932,150.748711,2.158758,151.579077,0.001743,0,0.001743,0,0.225652,15.844328,0.575786,1.867068,9.791353,1.170648,0,0,0,31.31364,8.426616,27.757512,0.112986,NaN,1.84718,NaN,0.02202,1439347.817409,5051.449444,0.031718,0.454987,0.056029,0.374443,0.010072,0.070471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000265,0.15748,0.019478,1.466077,0,6.828872,279.056184,85629.834736,334.878048,0.002,0.015721
# Event LIFTOFF occurred at t=0.048 seconds
0.048,0.021174,2.446418,149.753956,2.459894,150.578842,0.002225,0,0.002225,0,0.257129,15.739775,0.575786,1.867068,9.791353,1.133706,0,0,0,31.309333,8.422309,27.753419,0.112981,NaN,1.847049,NaN,0.02239,1463516.84201,5019.447889,0.041414,0.453799,0.070761,0.373252,0.010074,0.070473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000302,0.15748,0.019478,1.466077,0,6.830335,279.056154,85629.785876,334.87803,0.002,0.016141
0.05,0.026364,2.743915,148.758881,2.759029,149.578287,0.002771,0,0.002771,0,0.288397,15.635188,0.575786,1.867068,9.791353,1.098245,0,0,0,31.305026,8.418002,27.749325,0.112975,NaN,1.846919,NaN,0.022786,1489438.875204,4987.446333,0.052536,0.452552,0.086667,0.372002,0.010076,0.070474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000338,0.15748,0.019478,1.466077,0,6.831798,279.056121,85629.730665,334.878009,0.002,0.016623
0.052,0.032148,3.03942,147.763489,3.056162,148.577412,0.003379,0,0.003379,0,0.319456,15.530569,0.575786,1.867068,9.791353,1.06448,0,0,0,31.300719,8.413694,27.74523,0.11297,NaN,1.846789,NaN,0.023219,1517752.520285,4955.444778,0.065062,0.451222,0.103364,0.370668,0.010079,0.070476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000375,0.15748,0.019478,1.466077,0,6.837567,279.056083,85629.669147,334.877986,0.002,0.017025
0.054,0.038521,3.33418,147.390491,3.352546,148.202359,0.004049,0,0.004049,0,0.350436,15.491365,0.575786,1.867068,9.791353,1.032068,0,0,0,31.296443,8.409418,27.741163,0.112965,NaN,1.84666,NaN,0.023677,1547656.885939,4943.0442,0.079036,0.449852,0.12076,0.369293,0.010082,0.070477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000411,0.15748,0.019478,1.466077,0,6.843337,279.056042,85629.601351,334.877961,0.002,0.017385
0.056,0.045485,3.62944,147.640299,3.649432,148.453543,0.004781,0,0.004781,0,0.38147,15.517621,0.575786,1.867068,9.791353,1.000864,0,0,0,31.292167,8.405142,27.737095,0.11296,NaN,1.84653,NaN,0.024159,1579177.33693,4950.2446,0.094514,0.448444,0.138701,0.367881,0.010084,0.070479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000447,0.15748,0.019478,1.466077,0,6.849106,279.055996,85629.527278,334.877934,0.002,0.017759
0.058,0.053039,3.925199,147.890127,3.94682,148.704747,0.005575,0,0.005575,0,0.412555,15.543879,0.575786,1.867068,9.791353,0.97086,0,0,0,31.28789,8.400866,27.733027,0.112955,NaN,1.846401,NaN,0.024665,1612229.671539,4957.445,0.111491,0.447006,0.156976,0.366438,0.010087,0.070481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000484,0.15748,0.019478,1.466077,0,6.854876,279.055947,85629.446918,334.877904,0.002,0.01816
0.06,0.061186,4.221458,148.139976,4.244711,148.955972,0.006431,0,0.006431,0,0.443693,15.570139,0.575786,1.867068,9.791353,0.942037,0,0,0,31.283614,8.39659,27.728957,0.11295,NaN,1.846272,NaN,0.025193,1646732.029572,4964.6454,0.129959,0.445545,0.17539,0.364972,0.01009,0.070483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00052,0.15748,0.019478,1.466077,0,6.860645,279.055894,85629.360261,334.877872,0.002,0.018559
0.062,0.069926,4.518217,148.389846,4.543105,149.207219,0.007349,0,0.007349,0,0.474884,15.596401,0.575786,1.867068,9.791353,0.914373,0,0,0,31.279338,8.392313,27.724886,0.112945,NaN,1.846142,NaN,0.025742,1682605.388356,4971.8458,0.149901,0.444067,0.193769,0.363489,0.010093,0.070485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000557,0.15748,0.019478,1.466077,0,6.866415,279.055837,85629.267296,334.877838,0.002,0.018927
0.064,0.079259,4.815475,148.639738,4.842,149.458487,0.008331,0,0.008331,0,0.506127,15.622666,0.575786,1.867068,9.791353,0.887839,0,0,0,31.275062,8.388037,27.720814,0.11294,NaN,1.846013,NaN,0.02631,1719773.926941,4979.0462,0.171299,0.442578,0.211961,0.361994,0.010097,0.070487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000594,0.15748,0.019478,1.466077,0,6.872184,279.055777,85629.168012,334.877801,0.002,0.019304
0.066,0.089188,5.113234,148.889653,5.141399,149.709779,0.009374,0,0.009374,0,0.537423,15.648933,0.575786,1.867068,9.791353,0.862402,0,0,0,31.270785,8.383761,27.716741,0.112934,NaN,1.845883,NaN,0.026898,1758165.275101,4986.2466,0.19413,0.441083,0.229835,0.360493,0.0101,0.07049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00063,0.15748,0.019478,1.466077,0,6.877953,279.055712,85629.062399,334.877762,0.002,0.019708
0.068,0.099713,5.411492,149.139592,5.4413,149.961095,0.01048,0,0.01048,0,0.568771,15.675203,0.575786,1.867068,9.791353,0.838027,0,0,0,31.266509,8.379485,27.712667,0.112929,NaN,1.845753,NaN,0.027503,1797710.664195,4993.447,0.218369,0.439586,0.247283,0.35899,0.010103,0.070492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000667,0.15748,0.019478,1.466077,0,6.883723,279.055644,85628.950447,334.87772,0.002,0.020086
0.07,0.110835,5.71025,149.389555,5.741704,150.212434,0.011649,0,0.011649,0,0.600171,15.701475,0.575786,1.867068,9.791353,0.814676,0,0,0,31.262233,8.375209,27.708592,0.112924,NaN,1.845624,NaN,0.028124,1838344.996394,5000.6474,0.243989,0.438091,0.264216,0.357489,0.010107,0.070495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000704,0.15748,0.019478,1.466077,0,6.889492,279.055572,85628.832143,334.877676,0.002,0.020432
0.072,0.122554,6.009508,149.639543,6.04261,150.4638,0.012881,0,0.012881,0,0.631625,15.72775,0.575786,1.867068,9.791353,0.792309,0,0,0,31.257957,8.370932,27.704515,0.112919,NaN,1.845494,NaN,0.028762,1880006.847634,5007.8478,0.270963,0.436602,0.280565,0.355994,0.01011,0.070498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000741,0.15748,0.019478,1.466077,0,6.895262,279.055495,85628.707479,334.87763,0.002,0.020878
0.074,0.134874,6.309643,150.078096,6.344398,150.904768,0.014176,0,0.014176,0,0.66317,15.773843,0.575786,1.867068,9.791353,0.770859,0,0,0,31.25347,8.366446,27.700238,0.112914,NaN,1.845358,NaN,0.029415,1922691.348621,5020.939386,0.299299,0.43512,0.296297,0.354506,0.010114,0.0705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000778,0.15748,0.019478,1.466077,0,6.901031,279.055415,85628.576438,334.877582,0.002,0.021231
0.076,0.147794,6.611029,150.704221,6.647444,151.534342,0.015534,0,0.015534,0,0.694847,15.839652,0.575786,1.867068,9.791353,0.750266,0,0,0,31.248984,8.361959,27.695959,0.112908,NaN,1.845222,NaN,0.030083,1966401.370257,5039.922159,0.329009,0.433646,0.31139,0.353024,0.010118,0.070503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000815,0.15748,0.019478,1.466077,0,6.9068,279.055331,85628.438999,334.877531,0.002,0.02159
0.078,0.161319,6.913668,151.330484,6.95175,152.164054,0.016955,0,0.016955,0,0.726656,15.905475,0.575786,1.867068,9.791353,0.730494,0,0,0,31.244497,8.357473,27.691678,0.112903,NaN,1.845086,NaN,0.030767,2011091.789181,5058.904932,0.360074,0.432181,0.325813,0.351553,0.010122,0.070507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000852,0.15748,0.019478,1.466077,0,6.91257,279.055243,85628.295136,334.877478,0.002,0.021954
0.08,0.17545,7.217559,151.956883,7.257316,152.793904,0.018441,0,0.018441,0,0.758596,15.971312,0.575786,1.867068,9.791353,0.711511,0,0,0,31.24001,8.352986,27.687397,0.112897,NaN,1.84495,NaN,0.031465,2056720.051104,5077.887705,0.392474,0.430728,0.339548,0.350092,0.010126,0.07051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00089,0.15748,0.019478,1.466077,0,6.918339,279.055152,85628.14482,334.877422,0.002,0.022316
0.082,0.19019,7.522704,152.583421,7.564141,153.423893,0.01999,0,0.01999,0,0.790668,16.037164,0.575786,1.867068,9.791353,0.693283,0,0,0,31.235524,8.348499,27.683115,0.112892,NaN,1.844814,NaN,0.032177,2103246.09225,5096.870477,0.426189,0.429289,0.352584,0.348646,0.01013,0.070513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000927,0.15748,0.019478,1.466077,0,6.924109,279.055056,85627.988026,334.877364,0.002,0.022665
0.084,0.205542,7.829102,153.210098,7.872227,154.054022,0.021603,0,0.021603,0,0.822872,16.10303,0.575786,1.867068,9.791353,0.675778,0,0,0,31.231037,8.344013,27.678831,0.112887,NaN,1.844677,NaN,0.032902,2150632.246434,5115.85325,0.461199,0.427864,0.364919,0.347213,0.010134,0.070517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000965,0.15748,0.019478,1.466077,0,6.929878,279.054956,85627.824727,334.877303,0.002,0.023022
0.086,0.221508,8.136753,153.836914,8.181573,154.68429,0.023281,0,0.023281,0,0.855207,16.168911,0.575786,1.867068,9.791353,0.658965,0,0,0,31.226551,8.339526,27.674546,0.112881,NaN,1.844541,NaN,0.03364,2198843.142241,5134.836023,0.497485,0.426455,0.376558,0.345797,0.010138,0.070521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001003,0.15748,0.019478,1.466077,0,6.935648,279.054852,85627.654896,334.87724,0.002,0.023375
0.088,0.23809,8.445659,154.46387,8.49218,155.3147,0.025024,0,0.025024,0,0.887675,16.234807,0.575786,1.867068,9.791353,0.642812,0,0,0,31.222064,8.335039,27.67026,0.112876,NaN,1.844405,NaN,0.034389,2247845.593958,5153.818795,0.535029,0.425064,0.38751,0.344397,0.010142,0.070525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001041,0.15748,0.019478,1.466077,0,6.941417,279.054744,85627.478507,334.877175,0.002,0.02373
0.09,0.255292,8.755818,155.090966,8.804048,155.945251,0.026832,0,0.026832,0,0.920274,16.300717,0.575786,1.867068,9.791353,0.627289,0,0,0,31.217577,8.330553,27.665973,0.11287,NaN,1.844268,NaN,0.035151,2297608.489194,5172.801568,0.573812,0.42369,0.397792,0.343015,0.010147,0.070529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001079,0.15748,0.019478,1.466077,0,6.947186,279.054633,85627.295532,334.877107,0.002,0.024084
0.092,0.273115,9.067232,155.718204,9.117177,156.575944,0.028706,0,0.028706,0,0.953005,16.366643,0.575786,1.867068,9.791352,0.612367,0,0,0,31.213091,8.326066,27.661685,0.112865,NaN,1.844132,NaN,0.035923,2348102.675564,5191.784341,0.613816,0.422334,0.40742,0.34165,0.010151,0.070533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001118,0.15748,0.019478,1.466077,0,6.952956,279.054517,85627.105946,334.877037,0.002,0.024436
0.094,0.291562,9.379901,156.345584,9.431568,157.206779,0.030644,0,0.030644,0,0.985867,16.432583,0.575786,1.867068,9.791352,0.598019,0,0,0,31.208604,8.32158,27.657395,0.11286,NaN,1.843995,NaN,0.036707,2399300.84822,5210.767114,0.655025,0.420997,0.416415,0.340305,0.010155,0.070537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001156,0.15748,0.019478,1.466077,0,6.958725,279.054397,85626.909722,334.876964,0.002,0.024826
0.096,0.310636,9.693825,156.973107,9.747221,157.837758,0.032649,0,0.032649,0,1.018862,16.498538,0.575786,1.867068,9.791352,0.584217,0,0,0,31.204117,8.317093,27.653105,0.112854,NaN,1.843859,NaN,0.0375,2451177.439652,5229.749886,0.697423,0.419679,0.424799,0.338978,0.01016,0.070542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001195,0.15748,0.019478,1.466077,0,6.964495,279.054273,85626.706832,334.876889,0.002,0.025189
0.098,0.330339,10.009003,157.600772,10.064136,158.468881,0.03472,0,0.03472,0,1.051989,16.564509,0.575786,1.867068,9.791352,0.570937,0,0,0,31.199631,8.312606,27.648813,0.112849,NaN,1.843722,NaN,0.038304,2503708.512777,5248.732659,0.740995,0.418381,0.432598,0.33767,0.010165,0.070546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001234,0.15748,0.019478,1.466077,0,6.970264,279.054145,85626.49725,334.876812,0.002,0.025552
0.1,0.350673,10.325438,158.228581,10.382313,159.100148,0.036857,0,0.036857,0,1.085247,16.630494,0.575786,1.867068,9.791352,0.558154,0,0,0,31.195144,8.30812,27.64452,0.112844,NaN,1.843586,NaN,0.039118,2556871.658051,5267.715432,0.785727,0.417102,0.439835,0.336382,0.010169,0.070551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001273,0.15748,0.019478,1.466077,0,6.976033,279.054013,85626.28095,334.876732,0.002,0.025921
0.102,0.371642,10.643128,158.856534,10.701753,159.73156,0.039061,0,0.039061,0,1.118638,16.696494,0.575786,1.867068,9.791352,0.545167,0,0,0,31.190658,8.303633,27.640226,0.112838,NaN,1.843449,NaN,0.03992,2609299.564651,5286.698205,0.831623,0.415874,0.447006,0.335144,0.010174,0.070556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001312,0.15748,0.019478,1.466077,0,6.970409,279.053876,85626.057905,334.876649,0.002,0.026281
