# 20MPH-SA (Up to date)
# 3021 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (31 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
8.426,1792.474271,170.323418,-14.068941,174.918353,14.106209,349.979311,0.107386,349.979327,0.000307,39.829179,1.024704,0.575786,1.867133,9.785852,0.002203,0,0.031537,-0.000097,27.218024,4.331,23.314401,0.108067,2.25532,1.704813,3.49573,0.539876,29796894.537788,0,119.475917,0.439227,0.439249,0.32339,0.023163,0.092674,0.020606,0.071992,0.000371,0,0,0,0,0.000196,0.021628,0.15748,0.019478,1.293442,0.000504,8.255252,267.405209,68444.555151,327.817557,0.01,0.405394
8.436,1794.176803,170.18286,-14.042718,174.779082,14.084913,350.37755,0.107641,350.377567,0.000307,39.818608,1.089425,0.575786,1.867133,9.785847,0.001451,0,0.032636,-0.000158,27.218024,4.331,23.314401,0.108067,2.256542,1.704813,3.503485,0.539507,29771693.054651,0,119.273287,0.439189,0.439198,0.323403,0.023142,0.092644,0.013538,0.04765,-0.000407,0,0,0,0,0.00021,0.021611,0.15748,0.019478,1.293763,0.000504,8.305406,267.394143,68429.76199,327.810851,0.01,0.405952
8.446,1795.877929,170.042564,-14.016617,174.63992,14.064051,350.775681,0.107895,350.775697,0.000308,39.80739,1.154115,0.575786,1.867133,9.785842,0.000693,0,0.033282,-0.00033,27.218024,4.331,23.314401,0.108067,2.257777,1.704813,3.511332,0.539139,29746518.566826,0,119.072415,0.439151,0.439153,0.323417,0.02312,0.092614,0.00645,0.022864,-0.000078,0,0,0,0,0.000219,0.021594,0.15748,0.019478,1.294093,0.000504,8.355559,267.383085,68414.981031,327.80415,0.01,0.406506
8.456,1797.577655,169.902515,-13.9952,174.500866,14.046621,351.173696,0.10815,351.173713,0.000308,39.795575,1.200809,0.575786,1.867133,9.785837,0.00013,0,0.033441,-0.001768,27.218024,4.331,23.314401,0.108067,2.25869,1.704813,3.51713,0.53874,29719716.733071,0,118.859271,0.439109,0.439109,0.323431,0.023098,0.092581,0.00121,0.004195,-0.000156,0,0,0,0,0.000221,0.021577,0.15748,0.019478,1.294427,0.000504,8.369688,267.372037,68400.212252,327.797455,0.01,0.407047
8.466,1799.27598,169.762654,-13.976911,174.361914,14.031408,351.571591,0.108406,351.571608,0.000308,39.783393,1.235466,0.575786,1.867134,9.785832,0.000301,0,-0.033429,-0.000787,27.218024,4.331,23.314401,0.108067,2.258378,1.704813,3.515143,0.538323,29691836.640937,0,118.637803,0.439066,0.439066,0.323446,0.023074,0.092547,0.002801,0.010345,0.00025,0,0,0,0,-0.000222,0.02156,0.15748,0.019478,1.294762,0.000505,8.359798,267.360998,68385.455633,327.790765,0.01,0.407577
8.476,1800.972908,169.622976,-13.958791,174.223063,14.016421,351.969363,0.108661,351.969379,0.000309,39.770867,1.269731,0.575786,1.867134,9.785826,0.000728,0,-0.033119,-0.000329,27.218024,4.331,23.314401,0.108067,2.257639,1.704813,3.510452,0.537905,29663979.870966,0,118.417179,0.439023,0.439025,0.323461,0.02305,0.092512,0.006778,0.023818,-0.000286,0,0,0,0,-0.000218,0.021543,0.15748,0.019478,1.295095,0.000506,8.349909,267.349968,68370.711158,327.784081,0.01,0.408115
8.486,1802.668441,169.483478,-13.94089,174.084313,14.001691,352.367007,0.108916,352.367024,0.000309,39.758,1.303427,0.575786,1.867134,9.785821,0.001148,0,-0.032563,-0.000217,27.218024,4.331,23.314401,0.108067,2.256912,1.704813,3.50584,0.537487,29636146.389518,0,118.197377,0.43898,0.438986,0.323476,0.023026,0.092478,0.010706,0.037376,0.000223,0,0,0,0,-0.000211,0.021526,0.15748,0.019478,1.295424,0.000506,8.34002,267.338947,68355.978812,327.777402,0.01,0.408651
8.496,1804.362579,169.344157,-13.923264,173.945661,13.987247,352.764521,0.109172,352.764538,0.000309,39.7448,1.336345,0.575786,1.867134,9.785816,0.00156,0,-0.031749,-0.000169,27.218024,4.331,23.314401,0.108067,2.256202,1.704813,3.501332,0.53707,29608336.074896,0,117.978363,0.438937,0.438947,0.323491,0.023002,0.092444,0.014561,0.051228,-0.000239,0,0,0,0,-0.000201,0.021509,0.15748,0.019478,1.295745,0.000507,8.330131,267.327935,68341.258579,327.770729,0.01,0.409182
8.506,1806.055324,169.205035,-13.897611,173.807108,13.968125,353.161902,0.109428,353.161919,0.00031,39.731183,1.401765,0.575786,1.867134,9.785811,0.002332,0,-0.030678,-0.00012,27.218024,4.331,23.314401,0.108067,2.254903,1.704813,3.493078,0.53671,29583676.83239,0,117.788475,0.438899,0.438924,0.323504,0.022981,0.092414,0.021814,0.076153,0.000359,0,0,0,0,-0.000188,0.021492,0.15748,0.019478,1.296058,0.000508,8.388291,267.316932,68326.550443,327.764061,0.01,0.409748
8.516,1807.74668,169.066213,-13.8669,173.668659,13.946525,353.559142,0.109684,353.559159,0.00031,39.716732,1.48817,0.575786,1.867134,9.785806,0.003334,0,-0.028964,-0.000091,27.218024,4.331,23.314401,0.108067,2.253235,1.704813,3.482487,0.536388,29561133.043937,0,117.619787,0.438866,0.438916,0.323515,0.022963,0.092388,0.031271,0.109279,0.000488,0,0,0,0,-0.000168,0.021475,0.15748,0.019478,1.296356,0.00051,8.491818,267.305939,68311.854382,327.757399,0.01,0.410295
8.526,1809.43665,168.927695,-13.836826,173.530312,13.92593,353.956233,0.10994,353.95625,0.000311,39.701425,1.572826,0.575786,1.867134,9.7858,0.004312,0,-0.02671,-0.000073,27.218024,4.331,23.314401,0.108067,2.251615,1.704813,3.472201,0.536066,29538621.645323,0,117.453587,0.438833,0.438916,0.323527,0.022945,0.092362,0.040556,0.140918,-0.000063,0,0,0,0,-0.000143,0.021458,0.15748,0.019478,1.296635,0.000512,8.595345,267.294954,68297.170371,327.750742,0.01,0.41086
8.536,1811.125235,168.789474,-13.807522,173.392065,13.906376,354.353167,0.110197,354.353185,0.000311,39.685283,1.655179,0.575786,1.867134,9.785795,0.00526,0,-0.023876,-0.00007,27.218024,4.331,23.314401,0.108067,2.250052,1.704813,3.462279,0.535745,29516141.920346,0,117.289608,0.4388,0.438923,0.323538,0.022927,0.092335,0.049609,0.171488,-0.000451,0,0,0,0,-0.000114,0.021441,0.15748,0.019478,1.296889,0.000513,8.698872,267.283978,68282.498383,327.744091,0.01,0.411399
8.546,1812.81244,168.651542,-13.779109,173.253915,13.887876,354.749936,0.110454,354.749953,0.000311,39.66833,1.734718,0.575786,1.867134,9.78579,0.006173,0,-0.02052,-0.000062,27.218024,4.331,23.314401,0.108067,2.248555,1.704813,3.452771,0.535424,29493693.409654,0,117.12755,0.438767,0.438936,0.323549,0.022908,0.092309,0.058373,0.201241,0.000435,0,0,0,0,-0.000084,0.021425,0.15748,0.019478,1.297111,0.000515,8.802399,267.273011,68267.838392,327.737445,0.01,0.411941
8.556,1814.498267,168.513845,-13.767559,173.115858,13.877839,355.146532,0.11071,355.146549,0.000312,39.650779,1.746063,0.575786,1.867134,9.785785,0.006342,0,-0.016702,-0.000061,27.218024,4.331,23.314401,0.108067,2.248255,1.704813,3.450868,0.534996,29465297.00043,0,116.90566,0.438723,0.438901,0.323565,0.022884,0.092274,0.059997,0.206672,-0.000438,0,0,0,0,-0.000056,0.021408,0.15748,0.019478,1.297297,0.000517,8.777261,267.262053,68253.190374,327.730804,0.01,0.412477
8.566,1816.182717,168.376171,-13.7674,172.977884,13.87334,355.542953,0.110967,355.54297,0.000312,39.63349,1.711217,0.575786,1.867134,9.78578,0.006006,0,-0.013128,-0.000071,27.218024,4.331,23.314401,0.108067,2.248766,1.704813,3.454111,0.534495,29432949.675877,0,116.643388,0.438672,0.438831,0.323583,0.022856,0.092233,0.056758,0.196408,-0.000172,0,0,0,0,-0.000035,0.021391,0.15748,0.019478,1.297446,0.000519,8.666347,267.251104,68238.554321,327.724169,0.01,0.413012
8.576,1817.86579,168.238494,-13.768016,172.839993,13.869357,355.939202,0.111225,355.93922,0.000312,39.616564,1.673555,0.575786,1.867134,9.785774,0.005634,0,-0.009703,-0.000063,27.218024,4.331,23.314401,0.108067,2.249335,1.704813,3.457722,0.533994,29400635.918488,0,116.381508,0.43862,0.438761,0.3236,0.022828,0.092193,0.05319,0.183583,0.000012,0,0,0,0,-0.000019,0.021374,0.15748,0.019478,1.29756,0.000521,8.555433,267.240164,68223.930228,327.71754,0.01,0.413558
8.586,1819.547487,168.100808,-13.769326,172.702183,13.865869,356.335285,0.111482,356.335302,0.000313,39.600027,1.633399,0.575786,1.867134,9.785769,0.005231,0,-0.006525,-0.00006,27.218024,4.331,23.314401,0.108067,2.249956,1.704813,3.461668,0.533494,29368356.181787,0,116.120153,0.438569,0.438691,0.323618,0.022799,0.092152,0.049326,0.171149,0.00023,0,0,0,0,-0.000009,0.021357,0.15748,0.019478,1.297641,0.000523,8.444519,267.229233,68209.318098,327.710915,0.01,0.414133
8.596,1821.227806,167.963106,-13.771267,172.564453,13.862867,356.731204,0.11174,356.731222,0.000313,39.583904,1.591002,0.575786,1.867134,9.785764,0.004799,0,-0.003605,-0.000072,27.218024,4.331,23.314401,0.108067,2.250627,1.704813,3.465926,0.532994,29336110.398283,0,115.859439,0.438518,0.438621,0.323636,0.022771,0.092111,0.045192,0.156166,-0.000242,0,0,0,0,-0.000003,0.02134,0.15748,0.019478,1.297692,0.000526,8.333606,267.218311,68194.717933,327.704297,0.01,0.414666
8.606,1822.906749,167.825402,-13.766295,172.426803,13.856332,357.126964,0.111998,357.126982,0.000314,39.56813,1.577047,0.575786,1.867135,9.785759,0.004679,0,-0.000907,-0.000071,27.218024,4.331,23.314401,0.108067,2.250795,1.704813,3.466993,0.532546,29306725.613331,0,115.626715,0.438473,0.43857,0.323652,0.022746,0.092075,0.04404,0.152932,0.000383,0,0,0,0,-0,0.021323,0.15748,0.019478,1.297714,0.000528,8.284131,267.207398,68180.129733,327.697683,0.01,0.415206
8.616,1824.584315,167.687786,-13.756986,172.289236,13.847539,357.522566,0.112256,357.522584,0.000314,39.552338,1.581035,0.575786,1.867135,9.785754,0.004756,0,0.00186,-0.000067,27.218024,4.331,23.314401,0.108067,2.250644,1.704813,3.466033,0.532133,29279249.856578,0,115.412376,0.438431,0.438531,0.323667,0.022723,0.092041,0.044774,0.155359,-0.000372,0,0,0,0,0.000001,0.021306,0.15748,0.019478,1.297709,0.00053,8.275616,267.196494,68165.553493,327.691075,0.01,0.415752
8.626,1826.260505,167.55026,-13.748323,172.151752,13.839121,357.918011,0.112514,357.918028,0.000314,39.536517,1.582685,0.575786,1.867135,9.785749,0.004805,0,0.004629,-0.000068,27.218024,4.331,23.314401,0.108067,2.250537,1.704813,3.465355,0.53172,29251797.01986,0,115.198133,0.438389,0.438491,0.323681,0.0227,0.092008,0.045247,0.157143,0.000498,0,0,0,0,0.000004,0.02129,0.15748,0.019478,1.297677,0.000533,8.2671,267.185599,68150.989208,327.684473,0.01,0.416283
8.636,1827.93532,167.412817,-13.740313,172.014349,13.831082,358.313297,0.112772,358.313314,0.000315,39.520692,1.58197,0.575786,1.867135,9.785743,0.004827,0,0.00741,-0.000069,27.218024,4.331,23.314401,0.108067,2.250476,1.704813,3.464966,0.531307,29224366.908804,0,114.98397,0.438347,0.43845,0.323696,0.022677,0.091974,0.045455,0.157049,-0.000376,0,0,0,0,0.000011,0.021273,0.15748,0.019478,1.297617,0.000536,8.258585,267.174712,68136.436868,327.677876,0.01,0.416818
8.646,1829.608761,167.275451,-13.73295,171.877028,13.823418,358.708424,0.113031,358.708442,0.000315,39.504885,1.578908,0.575786,1.867135,9.785738,0.004822,0,0.010205,-0.000066,27.218024,4.331,23.314401,0.108067,2.250459,1.704813,3.464863,0.530894,29196959.546266,0,114.769886,0.438305,0.438408,0.32371,0.022654,0.091941,0.045399,0.157302,-0.000068,0,0,0,0,0.000021,0.021256,0.15748,0.019478,1.297528,0.000538,8.25007,267.163835,68121.896468,327.671284,0.01,0.417357
8.656,1831.280829,167.138141,-13.73177,171.739785,13.819086,359.103394,0.11329,359.103412,0.000315,39.489184,1.551013,0.575786,1.867135,9.785733,0.004536,0,0.012949,-0.000063,27.218024,4.331,23.314401,0.108067,2.250896,1.704813,3.467638,0.530443,29167471.421905,0,114.53564,0.438259,0.43835,0.323726,0.022629,0.091904,0.042671,0.147648,0.000213,0,0,0,0,0.000034,0.021239,0.15748,0.019478,1.297413,0.000541,8.195881,267.152967,68107.368,327.664698,0.01,0.417911
8.666,1832.951524,167.000808,-13.734804,171.602618,13.817159,359.498209,0.113549,359.498227,0.000316,39.473896,1.506334,0.575786,1.867135,9.785728,0.004058,0,0.015412,-0.000067,27.218024,4.331,23.314401,0.108067,2.251646,1.704813,3.472401,0.529967,29136609.365433,0,114.288548,0.438211,0.438284,0.323743,0.022602,0.091866,0.038121,0.132033,0.00023,0,0,0,0,0.000049,0.021222,0.15748,0.019478,1.297271,0.000543,8.111244,267.142107,68092.851464,327.658117,0.01,0.418441
8.676,1834.620845,166.863443,-13.738298,171.465525,13.815675,359.892874,0.113808,359.892892,0.000316,39.459063,1.460153,0.575786,1.867135,9.785723,0.003558,0,0.017597,-0.000069,27.218024,4.331,23.314401,0.108067,2.252434,1.704813,3.477404,0.529491,29105776.280105,0,114.042319,0.438163,0.438219,0.32376,0.022576,0.091827,0.033377,0.116366,0.000228,0,0,0,0,0.000064,0.021206,0.15748,0.019478,1.297105,0.000546,8.026606,267.131257,68078.346862,327.651541,0.01,0.418978
8.686,1836.288793,166.726041,-13.742177,171.328506,13.814606,360.287392,0.114068,360.28741,0.000317,39.444697,1.41277,0.575786,1.867135,9.785718,0.00304,0,0.019491,-0.000073,27.218024,4.331,23.314401,0.108067,2.253255,1.704813,3.482614,0.529016,29074972.185661,0,113.797047,0.438115,0.438156,0.323777,0.022549,0.091789,0.028474,0.099282,-0.000002,0,0,0,0,0.000078,0.021189,0.15748,0.019478,1.29692,0.000549,7.941969,267.120415,68063.854197,327.644971,0.01,0.419557
8.696,1837.955366,166.588598,-13.746368,171.191559,13.81392,360.681769,0.114328,360.681787,0.000317,39.430811,1.364466,0.575786,1.867135,9.785713,0.002507,0,0.021069,-0.000076,27.218024,4.331,23.314401,0.108067,2.254103,1.704813,3.488002,0.528541,29044196.924964,0,113.552813,0.438067,0.438095,0.323793,0.022523,0.09175,0.023441,0.081486,-0.000149,0,0,0,0,0.000091,0.021172,0.15748,0.019478,1.296717,0.000551,7.857331,267.109582,68049.373472,327.638407,0.01,0.420085
8.706,1839.620565,166.451122,-13.7476,171.054685,13.811627,361.07601,0.114588,361.076028,0.000317,39.417375,1.32835,0.575786,1.867135,9.785708,0.002109,0,0.022361,-0.000083,27.218024,4.331,23.314401,0.108067,2.254732,1.704813,3.491992,0.528088,29014668.190445,0,113.320465,0.438021,0.438041,0.323809,0.022498,0.091714,0.0197,0.068939,0.000138,0,0,0,0,0.000103,0.021156,0.15748,0.019478,1.296499,0.000554,7.799315,267.098758,68034.904692,327.631848,0.01,0.42063
8.716,1841.284389,166.313649,-13.746932,170.917885,13.808273,361.470117,0.114848,361.470136,0.000318,39.404233,1.300102,0.575786,1.867135,9.785702,0.001799,0,0.023479,-0.000079,27.218024,4.331,23.314401,0.108067,2.255217,1.704813,3.495075,0.52765,28985975.907314,0,113.095997,0.437977,0.437992,0.323825,0.022474,0.091679,0.01679,0.058078,0.000209,0,0,0,0,0.000114,0.021139,0.15748,0.019478,1.29627,0.000556,7.759046,267.087943,68020.447856,327.625294,0.01,0.421169
8.726,1842.946838,166.176182,-13.74645,170.781158,13.805113,361.864095,0.115109,361.864113,0.000318,39.391375,1.271318,0.575786,1.867135,9.785697,0.001481,0,0.024411,-0.000096,27.218024,4.331,23.314401,0.108067,2.255718,1.704813,3.498254,0.527213,28957307.470592,0,112.872141,0.437933,0.437943,0.32384,0.02245,0.091643,0.013806,0.048408,-0.000084,0,0,0,0,0.000123,0.021122,0.15748,0.019478,1.29603,0.000559,7.718777,267.077138,68006.002965,327.618745,0.01,0.421741
8.736,1844.607912,166.038719,-13.746118,170.644504,13.802125,362.257946,0.115369,362.257964,0.000318,39.378808,1.242137,0.575786,1.867136,9.785692,0.001156,0,0.025155,-0.000113,27.218024,4.331,23.314401,0.108067,2.256231,1.704813,3.501514,0.526776,28928662.720416,0,112.648918,0.43789,0.437895,0.323855,0.022426,0.091608,0.010763,0.037336,0.00006,0,0,0,0,0.000131,0.021105,0.15748,0.019478,1.295782,0.000562,7.678508,267.066341,67991.570018,327.612202,0.01,0.422278
8.746,1846.267612,165.90126,-13.74589,170.507923,13.799282,362.651672,0.11563,362.65169,0.000319,39.366534,1.212724,0.575786,1.867136,9.785687,0.000825,0,0.025721,-0.000134,27.218024,4.331,23.314401,0.108067,2.256754,1.704813,3.504833,0.526339,28900041.574019,0,112.426344,0.437846,0.437849,0.323871,0.022402,0.091573,0.007679,0.026895,0.000393,0,0,0,0,0.000137,0.021089,0.15748,0.019478,1.295528,0.000564,7.638239,267.055553,67977.149016,327.605665,0.01,0.422826
8.756,1847.925937,165.763814,-13.741333,170.371415,13.793689,363.045277,0.115892,363.045295,0.000319,39.354506,1.200671,0.575786,1.867136,9.785682,0.000697,0,0.026107,-0.00017,27.218024,4.331,23.314401,0.108067,2.256943,1.704813,3.506037,0.525933,28873122.943095,0,112.218544,0.437805,0.437807,0.323885,0.02238,0.091541,0.00648,0.022879,0.000074,0,0,0,0,0.000142,0.021072,0.15748,0.019478,1.295268,0.000566,7.634724,267.044773,67962.739956,327.599133,0.01,0.42336
8.766,1849.582889,165.626437,-13.73394,170.234982,13.786264,363.438762,0.116153,363.43878,0.00032,39.342502,1.199984,0.575786,1.867136,9.785677,0.000701,0,0.026523,-0.000179,27.218024,4.331,23.314401,0.108067,2.256913,1.704813,3.505843,0.525547,28847346.51819,0,112.020566,0.437767,0.437769,0.323899,0.022358,0.09151,0.006521,0.023197,-0.000311,0,0,0,0,0.000147,0.021055,0.15748,0.019478,1.295005,0.000569,7.655711,267.034003,67948.342836,327.592606,0.01,0.423895
8.776,1851.238466,165.489135,-13.726637,170.098626,13.778905,363.832127,0.116415,363.832146,0.00032,39.330507,1.199026,0.575786,1.867136,9.785672,0.000702,0,0.026905,-0.000199,27.218024,4.331,23.314401,0.108067,2.256888,1.704813,3.505686,0.525162,28821593.263413,0,111.822944,0.437728,0.43773,0.323912,0.022337,0.091479,0.00653,0.022446,0.000221,0,0,0,0,0.000151,0.021039,0.15748,0.019478,1.294738,0.000571,7.676698,267.023242,67933.95765,327.586085,0.01,0.424428
8.786,1852.892672,165.351904,-13.719426,169.962344,13.771614,364.225372,0.116677,364.225391,0.00032,39.318523,1.197787,0.575786,1.867136,9.785667,0.0007,0,0.0273,-0.00022,27.218024,4.331,23.314401,0.108067,2.256869,1.704813,3.505566,0.524777,28795863.048621,0,111.625676,0.43769,0.437692,0.323925,0.022316,0.091448,0.006507,0.022563,-0.000394,0,0,0,0,0.000156,0.021022,0.15748,0.019478,1.294467,0.000573,7.697685,267.01249,67919.584391,327.579569,0.01,0.424957
8.796,1854.545505,165.214746,-13.71231,169.826138,13.764392,364.618497,0.11694,364.618516,0.000321,39.306552,1.196263,0.575786,1.867136,9.785662,0.000694,0,0.027684,-0.000243,27.218024,4.331,23.314401,0.108067,2.256856,1.704813,3.505484,0.524392,28770155.844339,0,111.42876,0.437651,0.437653,0.323939,0.022295,0.091417,0.00645,0.022373,-0.000255,0,0,0,0,0.00016,0.021006,0.15748,0.019478,1.294192,0.000575,7.718672,267.001746,67905.223052,327.573058,0.01,0.425488
8.806,1856.196967,165.077684,-13.695973,169.690009,13.751209,365.011503,0.117203,365.011521,0.000321,39.294496,1.231291,0.575786,1.867136,9.785657,0.00112,0,0.028107,-0.000192,27.218024,4.331,23.314401,0.108067,2.256129,1.704813,3.500865,0.524073,28748046.046584,0,111.262399,0.43762,0.437625,0.32395,0.022278,0.091392,0.010423,0.036689,0.000096,0,0,0,0,0.000166,0.020989,0.15748,0.019478,1.293913,0.000577,7.817502,266.991012,67890.873628,327.566553,0.01,0.426068
8.816,1857.847059,164.940836,-13.673635,169.553962,13.734371,365.404385,0.117466,365.404404,0.000321,39.281888,1.29021,0.575786,1.867136,9.785652,0.001827,0,0.028956,-0.000148,27.218024,4.331,23.314401,0.108067,2.25494,1.704813,3.493315,0.523798,28728358.634027,0,111.117485,0.437592,0.437607,0.32396,0.022263,0.09137,0.017043,0.059067,0.000247,0,0,0,0,0.000176,0.020972,0.15748,0.019478,1.293628,0.000579,7.968228,266.980286,67876.536103,327.560053,0.01,0.426704
8.826,1859.495784,164.80421,-13.651571,169.417998,13.717985,365.797138,0.117729,365.797157,0.000322,39.268695,1.348231,0.575786,1.867136,9.785647,0.002522,0,0.030175,-0.00012,27.218024,4.331,23.314401,0.108067,2.253776,1.704813,3.485925,0.523523,28708715.511642,0,110.974065,0.437565,0.437593,0.323969,0.022248,0.091348,0.023574,0.081969,0.000069,0,0,0,0,0.000191,0.020956,0.15748,0.019478,1.293333,0.000581,8.118953,266.969569,67862.210459,327.553559,0.01,0.427312
8.836,1861.143144,164.667804,-13.629878,169.282116,13.702101,366.189757,0.117992,366.189776,0.000322,39.254927,1.404991,0.575786,1.867136,9.785641,0.003201,0,0.031767,-0.000119,27.218024,4.331,23.314401,0.108067,2.252644,1.704813,3.478737,0.523249,28689116.160332,0,110.832037,0.437538,0.437583,0.323979,0.022233,0.091326,0.029974,0.103884,0.000357,0,0,0,0,0.000212,0.020939,0.15748,0.019478,1.293023,0.000582,8.269678,266.958862,67847.896678,327.54707,0.01,0.427945
8.846,1862.789141,164.531611,-13.608637,169.146315,13.68675,366.582235,0.118256,366.582254,0.000323,39.2406,1.460183,0.575786,1.867136,9.785636,0.003859,0,0.03372,-0.000106,27.218024,4.331,23.314401,0.108067,2.25155,1.704813,3.471788,0.522976,28669560.29602,0,110.691285,0.43751,0.437576,0.323988,0.022218,0.091304,0.036208,0.125291,0.00006,0,0,0,0,0.000239,0.020923,0.15748,0.019478,1.292696,0.000584,8.420404,266.948163,67833.59474,327.540587,0.01,0.428573
8.856,1864.433777,164.395595,-13.600383,169.010592,13.678946,366.974567,0.118521,366.974586,0.000323,39.225867,1.463951,0.575786,1.867136,9.785631,0.003916,0,0.035985,-0.000114,27.218024,4.331,23.314401,0.108067,2.251435,1.704813,3.471059,0.522615,28645237.116683,0,110.506949,0.437475,0.437543,0.324001,0.022199,0.091275,0.03675,0.127751,-0.000492,0,0,0,0,0.000273,0.020906,0.15748,0.019478,1.292348,0.000585,8.46805,266.937472,67819.304626,327.534108,0.01,0.42918
8.866,1866.077053,164.259589,-13.600871,168.874938,13.676179,367.366753,0.118785,367.366772,0.000323,39.21138,1.433243,0.575786,1.867136,9.785626,0.003569,0,0.038024,-0.00011,27.218024,4.331,23.314401,0.108067,2.251979,1.704813,3.474512,0.522196,28617734.783556,0,110.293416,0.437433,0.43749,0.324016,0.022176,0.091242,0.033454,0.115972,0.000236,0,0,0,0,0.000305,0.020889,0.15748,0.019478,1.291978,0.000586,8.446977,266.926791,67805.026332,327.527635,0.01,0.429827
8.876,1867.718969,164.123576,-13.601773,168.739353,13.673758,367.758796,0.11905,367.758815,0.000324,39.197207,1.40122,0.575786,1.867137,9.785621,0.003202,0,0.039898,-0.000132,27.218024,4.331,23.314401,0.108067,2.252555,1.704813,3.478167,0.521778,28590254.833992,0,110.080409,0.437392,0.437437,0.32403,0.022153,0.091208,0.029989,0.104308,0.000307,0,0,0,0,0.000337,0.020873,0.15748,0.019478,1.291588,0.000587,8.425903,266.916119,67790.759853,327.521168,0.01,0.430442
8.886,1869.359524,163.987552,-13.603026,168.603834,13.671653,368.150698,0.119315,368.150717,0.000324,39.183359,1.36813,0.575786,1.867137,9.785616,0.002821,0,0.041566,-0.000149,27.218024,4.331,23.314401,0.108067,2.253157,1.704813,3.481996,0.521359,28562797.546418,0,109.86799,0.43735,0.437386,0.324045,0.022131,0.091175,0.026383,0.091518,0.000252,0,0,0,0,0.000366,0.020856,0.15748,0.019478,1.29118,0.000587,8.40483,266.905455,67776.505193,327.514706,0.01,0.431043
8.896,1870.99872,163.851514,-13.60458,168.468382,13.669843,368.542464,0.11958,368.542483,0.000324,39.169848,1.334165,0.575786,1.867137,9.785611,0.002425,0,0.04301,-0.000163,27.218024,4.331,23.314401,0.108067,2.253784,1.704813,3.485976,0.520941,28535362.844334,0,109.656211,0.437309,0.437335,0.324059,0.022108,0.091142,0.022657,0.078541,0.000003,0,0,0,0,0.000392,0.02084,0.15748,0.019478,1.290757,0.000588,8.383757,266.8948,67762.262353,327.508249,0.01,0.431574
8.906,1872.636555,163.715473,-13.601609,168.332996,13.665339,368.934096,0.119846,368.934115,0.000325,39.156627,1.31823,0.575786,1.867137,9.785606,0.002242,0,0.044253,-0.000185,27.218024,4.331,23.314401,0.108067,2.254065,1.704813,3.487757,0.520557,28509801.069835,0,109.461212,0.437271,0.437294,0.324072,0.022088,0.091111,0.02093,0.072521,0.000458,0,0,0,0,0.000416,0.020823,0.15748,0.019478,1.290321,0.000589,8.402368,266.884154,67748.031333,327.501798,0.01,0.432108
8.916,1874.273029,163.579486,-13.595726,168.197679,13.659066,369.325596,0.120112,369.325616,0.000325,39.143466,1.313898,0.575786,1.867137,9.785601,0.002195,0,0.045479,-0.000185,27.218024,4.331,23.314401,0.108067,2.25412,1.704813,3.48811,0.520196,28485496.569662,0,109.277315,0.437236,0.437257,0.324085,0.022068,0.091083,0.020492,0.070627,-0.000449,0,0,0,0,0.00044,0.020807,0.15748,0.019478,1.289872,0.00059,8.447435,266.873517,67733.812131,327.495351,0.01,0.432635
8.926,1875.908145,163.443558,-13.590101,168.062432,13.65297,369.716965,0.120378,369.716985,0.000326,39.130352,1.308716,0.575786,1.867137,9.785596,0.002138,0,0.046651,-0.000199,27.218024,4.331,23.314401,0.108067,2.254194,1.704813,3.488579,0.519835,28461216.577665,0,109.093718,0.4372,0.437221,0.324097,0.022049,0.091054,0.019952,0.06942,-0.000049,0,0,0,0,0.000464,0.02079,0.15748,0.019478,1.289412,0.00059,8.492502,266.862889,67719.604743,327.488911,0.01,0.433159
8.936,1877.541901,163.307684,-13.58473,167.927253,13.647049,370.108203,0.120645,370.108223,0.000326,39.117294,1.302703,0.575786,1.867137,9.785591,0.002069,0,0.047795,-0.000209,27.218024,4.331,23.314401,0.108067,2.254286,1.704813,3.489163,0.519474,28436960.959612,0,108.910424,0.437165,0.437184,0.32411,0.022029,0.091025,0.019311,0.067356,-0.000219,0,0,0,0,0.000487,0.020774,0.15748,0.019478,1.288939,0.00059,8.537569,266.85227,67705.409164,327.482475,0.01,0.433728
