# 10MPH-SA (Up to date)
# 2972 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (K),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.07,0.110835,5.710243,149.389116,5.741697,150.211993,0.011649,0,0.011649,0,0.600171,15.701429,0.575786,1.867068,9.791353,0.670285,0,0,0,31.262233,8.375209,27.708592,0.112924,NaN,1.845624,NaN,0.023868,1560136.626918,5000.6474,0.257806,0.44929,0.387624,0.368729,0.010083,0.070478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000704,0.15748,0.019478,1.466077,0,4.99259,279.055572,85628.832144,334.877676,0.002,0.024926
0.072,0.122554,6.009501,149.639099,6.042603,150.463353,0.012881,0,0.012881,0,0.631624,15.727703,0.575786,1.867068,9.791353,0.647333,0,0,0,31.257957,8.370932,27.704515,0.112919,NaN,1.845494,NaN,0.024573,1606215.844888,5007.8478,0.284929,0.447265,0.404176,0.366698,0.010087,0.070481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000741,0.15748,0.019478,1.466077,0,4.989889,279.055495,85628.707479,334.87763,0.002,0.025547
0.074,0.134873,6.309634,150.077654,6.344389,150.904323,0.014176,0,0.014176,0,0.663169,15.773797,0.575786,1.867068,9.791353,0.625611,0,0,0,31.25347,8.366446,27.700238,0.112914,NaN,1.845358,NaN,0.025292,1653232.988544,5020.939386,0.313192,0.445274,0.419357,0.3647,0.010091,0.070483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000778,0.15748,0.019478,1.466077,0,4.987187,279.055415,85628.576439,334.877582,0.002,0.026255
0.076,0.147794,6.61102,150.703789,6.647435,151.533907,0.015534,0,0.015534,0,0.694846,15.839606,0.575786,1.867068,9.791353,0.605017,0,0,0,31.248984,8.361959,27.695959,0.112908,NaN,1.845222,NaN,0.026026,1701188.836057,5039.922159,0.342598,0.443317,0.433232,0.362736,0.010095,0.070486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000815,0.15748,0.019478,1.466077,0,4.984486,279.055331,85628.439001,334.877531,0.002,0.026923
0.078,0.161319,6.913658,151.330069,6.95174,152.163637,0.016955,0,0.016955,0,0.726655,15.905431,0.575786,1.867068,9.791353,0.585482,0,0,0,31.244497,8.357473,27.691678,0.112903,NaN,1.845086,NaN,0.026773,1750031.135516,5058.904932,0.373116,0.441396,0.445855,0.360807,0.010099,0.070489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000852,0.15748,0.019478,1.466077,0,4.981784,279.055243,85628.295137,334.877478,0.002,0.027483
0.08,0.17545,7.217548,151.956494,7.257305,152.793512,0.018441,0,0.018441,0,0.758595,15.971271,0.575786,1.867068,9.791353,0.566942,0,0,0,31.24001,8.352986,27.687397,0.112897,NaN,1.84495,NaN,0.027533,1799712.051339,5077.887705,0.404719,0.439511,0.457287,0.358915,0.010103,0.070492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00089,0.15748,0.019478,1.466077,0,4.979082,279.055152,85628.144821,334.877422,0.002,0.028006
0.082,0.19019,7.522692,152.583065,7.564129,153.423535,0.01999,0,0.01999,0,0.790667,16.037126,0.575786,1.867068,9.791353,0.549334,0,0,0,31.235524,8.348499,27.683115,0.112892,NaN,1.844814,NaN,0.028306,1850187.80499,5096.870477,0.437381,0.437663,0.467593,0.35706,0.010108,0.070496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000927,0.15748,0.019478,1.466077,0,4.976381,279.055056,85627.988028,334.877364,0.002,0.028526
0.084,0.205542,7.829089,153.209783,7.872214,154.053705,0.021603,0,0.021603,0,0.82287,16.102997,0.575786,1.867068,9.791353,0.5326,0,0,0,31.231037,8.344013,27.678831,0.112887,NaN,1.844677,NaN,0.029089,1901418.333559,5115.85325,0.471075,0.435853,0.476843,0.355242,0.010112,0.070499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000965,0.15748,0.019478,1.466077,0,4.973679,279.054956,85627.824729,334.877303,0.002,0.029133
0.086,0.221508,8.13674,153.836649,8.18156,154.684025,0.023281,0,0.023281,0,0.855206,16.168883,0.575786,1.867068,9.791353,0.516686,0,0,0,31.226551,8.339526,27.674546,0.112881,NaN,1.844541,NaN,0.029884,1953366.969059,5134.836023,0.505781,0.434081,0.485103,0.353461,0.010117,0.070503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001003,0.15748,0.019478,1.466077,0,4.970977,279.054852,85627.654898,334.87724,0.002,0.029794
0.088,0.23809,8.445645,154.463664,8.492166,155.314493,0.025024,0,0.025024,0,0.887673,16.234785,0.575786,1.867068,9.791353,0.501542,0,0,0,31.222064,8.335039,27.67026,0.112876,NaN,1.844405,NaN,0.030689,2006000.139908,5153.818795,0.541476,0.432346,0.492443,0.351718,0.010121,0.070506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001041,0.15748,0.019478,1.466077,0,4.968276,279.054744,85627.478509,334.877175,0.002,0.030466
0.09,0.255292,8.755804,155.090828,8.804034,155.945112,0.026832,0,0.026832,0,0.920272,16.300703,0.575786,1.867068,9.791353,0.487119,0,0,0,31.217577,8.330553,27.665973,0.11287,NaN,1.844268,NaN,0.031505,2059287.095026,5172.801568,0.578141,0.430648,0.498928,0.350011,0.010126,0.07051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001079,0.15748,0.019478,1.466077,0,4.965574,279.054633,85627.295535,334.877107,0.002,0.031103
0.092,0.273115,9.067218,155.718142,9.117163,156.575881,0.028706,0,0.028706,0,0.953003,16.366636,0.575786,1.867068,9.791352,0.473373,0,0,0,31.213091,8.326066,27.661685,0.112865,NaN,1.844132,NaN,0.03233,2113199.650221,5191.784341,0.615757,0.428986,0.504622,0.348341,0.010131,0.070514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001118,0.15748,0.019478,1.466077,0,4.962872,279.054517,85627.105949,334.877037,0.002,0.031701
0.094,0.291562,9.379887,156.345607,9.431554,157.206802,0.030644,0,0.030644,0,0.985866,16.432585,0.575786,1.867068,9.791352,0.460264,0,0,0,31.208604,8.32158,27.657395,0.11286,NaN,1.843995,NaN,0.033164,2167711.956092,5210.767114,0.654309,0.42736,0.509586,0.346707,0.010135,0.070518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001156,0.15748,0.019478,1.466077,0,4.960171,279.054397,85626.909725,334.876964,0.002,0.032302
0.096,0.310635,9.693811,156.973223,9.747207,157.837875,0.032649,0,0.032649,0,1.018861,16.498551,0.575786,1.867068,9.791352,0.447751,0,0,0,31.204117,8.317093,27.653105,0.112854,NaN,1.843859,NaN,0.034007,2222800.286313,5229.749886,0.693781,0.42577,0.513876,0.345107,0.01014,0.070523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001195,0.15748,0.019478,1.466077,0,4.957469,279.054273,85626.706836,334.876889,0.002,0.032965
0.098,0.330338,10.00899,157.60099,10.064122,158.4691,0.03472,0,0.03472,0,1.051987,16.564532,0.575786,1.867068,9.791352,0.4358,0,0,0,31.199631,8.312606,27.648813,0.112849,NaN,1.843722,NaN,0.034858,2278442.845046,5248.732659,0.734159,0.424214,0.517548,0.343542,0.010145,0.070527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001234,0.15748,0.019478,1.466077,0,4.954767,279.054145,85626.497255,334.876812,0.002,0.033623
0.1,0.350673,10.325425,158.228909,10.3823,159.100478,0.036857,0,0.036857,0,1.085246,16.630529,0.575786,1.867068,9.791352,0.424376,0,0,0,31.195144,8.30812,27.64452,0.112844,NaN,1.843586,NaN,0.035717,2334619.592066,5267.715432,0.775432,0.422692,0.520652,0.342011,0.01015,0.070532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001273,0.15748,0.019478,1.466077,0,4.952066,279.054013,85626.280955,334.876732,0.002,0.034303
0.102,0.371641,10.643116,158.856972,10.701741,159.732,0.039061,0,0.039061,0,1.118637,16.696541,0.575786,1.867068,9.791352,0.414614,0,0,0,31.190658,8.303633,27.640226,0.112838,NaN,1.843449,NaN,0.036609,2392901.618258,5286.698205,0.817881,0.421162,0.522728,0.340471,0.010155,0.070537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001312,0.15748,0.019478,1.466077,0,4.965789,279.053876,85626.05791,334.876649,0.002,0.03496
